cell,dataset,system,geometry,moderate_gap_kitti,scheme,split,t_cheap,t_full,history,n_frames,n_units,cheap_det_per_frame,cheap_precision,cheap_recall,full_det_per_frame,full_precision,full_recall,affected,harmed,harm_rate,harm_rate_lo,harm_rate_hi,rho,rho_lo,rho_hi,all_full_reduction,oracle20_reduction,exact_FN_sign_disagreement,exact_FN_n_both_nonzero,exact_FN_spearman,exact_FN_harmed_given_gain_pos,exact_FN_harmed_given_gain_pos_affected,FN_FP_sign_disagreement,FN_FP_n_both_nonzero,FN_FP_spearman,FN_FP_harmed_given_gain_pos,FN_FP_harmed_given_gain_pos_affected,E5_combined_sign_disagreement,E5_combined_n_both_nonzero,E5_combined_spearman,E5_combined_harmed_given_gain_pos,E5_combined_harmed_given_gain_pos_affected,E_risk_sign_disagreement,E_risk_n_both_nonzero,E_risk_spearman,E_risk_harmed_given_gain_pos,E_risk_harmed_given_gain_pos_affected,brake_vs_plan_both_nonzero,brake_vs_plan_opposite_sign
KITTI mono Y8 512->640 q_traj,KITTI,traj,mono,True,S4,test,0.1,0.1,own,3536,6,9.697115384615385,0.399953337805127,0.7526744371706849,10.173925339366516,0.3984711605281445,0.7865240300175634,241,131,0.5435684647302904,0.310126582278481,0.6790267429723212,8.257910753646309,0.5181645132726819,68.64236117359334,-0.08898818450152299,0.01226085405594389,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S0,all,0.25,0.25,shared,8008,21,5.516483516483516,0.6671269467584209,0.659299748219243,6.131993006993007,0.6535383362183077,0.7171447631754503,1470,630,0.42857142857142855,0.36884339432058394,0.47904457278876145,0.6152373049046553,0.38607217148839895,0.8134816028133074,0.09725994774130227,0.2527790479199168,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S0,test,0.25,0.25,shared,3536,6,5.546097285067873,0.6286777828769569,0.681409335249348,6.211538461538462,0.6068566745583682,0.7345255202512108,868,381,0.43894009216589863,0.34810126582278483,0.4935557240333586,0.6362759437573583,0.3137800038082161,0.8791023587658855,0.07985981125020605,0.21956153264971687,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S1,all,0.25,0.30078125,shared,8008,21,5.516483516483516,0.6671269467584209,0.659299748219243,5.557942057942058,0.6997169048260987,0.6968947039962126,1422,591,0.41561181434599154,0.36721702990968985,0.45371217713577944,0.6166323295344233,0.42528992056241605,0.7778653388600225,0.0935516740416416,0.24402598666713063,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S1,test,0.25,0.30078125,shared,3536,6,5.546097285067873,0.6286777828769569,0.681409335249348,5.633484162895928,0.6526606425702811,0.7171749427856725,838,361,0.4307875894988067,0.36075949367088606,0.46676737160120846,0.6726749304353796,0.40270698495214985,0.8545677668648146,0.06787682675041912,0.2073682496751721,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S2,all,0.3,0.35,shared,8008,21,4.951298701298701,0.7157629255989911,0.6358217306161097,5.083791208791209,0.7410282233303038,0.6756116981213282,1348,556,0.4124629080118694,0.3587286063886599,0.45679696316815427,0.597840431130576,0.34472457440225407,0.8276976839945782,0.09519117231968777,0.23670000588894446,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S2,test,0.3,0.35,shared,3536,6,4.964366515837104,0.6777942349322091,0.6585236042365213,5.1218891402714934,0.6975871017613605,0.6972164564372771,789,338,0.42839036755386567,0.3405639913232104,0.47456191940664866,0.6979477384564107,0.32836168621301143,0.9572845654609669,0.05804150458733443,0.19215715946214973,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S3,all,0.25,0.26,shared,8008,21,5.516483516483516,0.6671269467584209,0.659299748219243,6.0054945054945055,0.6628129418614322,0.7124965030450408,1459,624,0.4276901987662783,0.3687049154833539,0.47666279427577646,0.620383311616042,0.39749741446438425,0.7899893149652801,0.0949735769266485,0.25018282871323355,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S3,test,0.25,0.26,shared,3536,6,5.546097285067873,0.6286777828769569,0.681409335249348,6.088235294117647,0.615709773318469,0.7305338229815318,860,377,0.4383720930232558,0.3377449891036302,0.48972715466162337,0.6433284132544372,0.3130388322602125,0.8664769951963945,0.07731508021190901,0.21676826269613414,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S4,all,0.25,0.5,shared,8008,21,5.516483516483516,0.6671269467584209,0.659299748219243,3.9992507492507494,0.8280771872853306,0.5954722503174159,1314,483,0.3675799086757991,0.31596180555555553,0.4319004291047026,0.610863742357609,0.37007665780276583,0.8259497598440333,0.08530413223556506,0.2192140427941265,,,,,,,,,,,,,,,,,,,,,,
KITTI mono Y8 512->640 q_brake,KITTI,brake,mono,True,S4,test,0.25,0.5,shared,3536,6,5.546097285067873,0.6286777828769569,0.681409335249348,3.955316742081448,0.7973687973687974,0.6169567300015967,760,293,0.38552631578947366,0.3514115898959881,0.47783251231527096,0.7344585470427081,0.4786071045679485,1.2491683914150773,0.045618929300563375,0.17179588645205066,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S0,all,0.25,0.25,shared,8008,21,12.661213786213786,0.33802803010129107,0.7604854849469539,13.042207792207792,0.34165374083223227,0.7927650691859088,295,128,0.43389830508474575,0.3588338711472126,0.5312327924076052,0.578935563916635,0.19140832472230526,2.3616844430864976,0.02938719191461261,0.0697926241122733,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S0,test,0.25,0.25,shared,3536,6,12.96606334841629,0.31122404466934217,0.7811485443610623,13.581447963800905,0.3054514409461936,0.8035552717015275,94,45,0.4787234042553192,0.3688999143346659,0.6336754407148032,5.82494203984966,0.26525285340230315,11.83693847007249,-0.05263337378782074,0.010908602290580206,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S1,all,0.25,0.252685546875,shared,8008,21,12.661213786213786,0.33802803010129107,0.7604854849469539,12.843656343656344,0.3465464939913662,0.7919903591641739,295,128,0.43389830508474575,0.35217238211879975,0.5375589477988278,0.578935563916635,0.1920542590857545,2.392765373383786,0.02938719191461261,0.0697926241122733,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S1,test,0.25,0.252685546875,shared,3536,6,12.96606334841629,0.31122404466934217,0.7811485443610623,13.374717194570136,0.3098555811642315,0.8027569322475917,94,45,0.4787234042553192,0.3688999143346659,0.6370967741935484,5.82494203984966,0.2673029268487164,11.67865074940299,-0.05263337378782074,0.010908602290580206,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S2,all,0.5,0.55,shared,8008,21,4.713661338661339,0.7483773544917477,0.6337558372248165,5.103771228771229,0.7453695774510044,0.6832511997245475,264,123,0.4659090909090909,0.37297115041086104,0.589289343786295,0.5208314004696626,0.18519458734911023,2.334590088312041,0.03524940752166447,0.07356368417340903,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S2,test,0.5,0.55,shared,3536,6,4.824660633484163,0.7002930832356389,0.6599606152536058,5.228223981900452,0.6914588629848001,0.7054127414976848,79,43,0.5443037974683544,0.3333333333333333,0.6912883631713553,3.9764464831401383,1.0164095013337409,8.08748974348071,-0.031134414801862853,0.010460263598966577,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S3,all,0.25,0.25,shared,8008,21,12.661213786213786,0.33802803010129107,0.7604854849469539,13.042207792207792,0.34165374083223227,0.7927650691859088,295,128,0.43389830508474575,0.3583407515548592,0.5492284917155383,0.578935563916635,0.18244050349373694,2.198089674705837,0.02938719191461261,0.0697926241122733,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S3,test,0.25,0.25,shared,3536,6,12.96606334841629,0.31122404466934217,0.7811485443610623,13.581447963800905,0.3054514409461936,0.8035552717015275,94,45,0.4787234042553192,0.36764705882352944,0.6282216494845361,5.82494203984966,0.2468968356512287,11.83693847007249,-0.05263337378782074,0.010908602290580206,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S4,all,0.1,0.1,own,8008,21,54.06418581418581,0.08772687586904603,0.8282941315715854,51.69792707292707,0.09275671079742123,0.8398287030063053,1367,463,0.33869787856620337,0.2752724619216687,0.40776033622806795,1.2367656804329321,0.5313038051150797,2.546950563085611,-0.02628581555779876,0.11102037892372986,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_traj,KITTI,traj,mono,True,S4,test,0.1,0.1,own,3536,6,52.891119909502265,0.08318228239307465,0.8387886529352281,51.18269230769231,0.0866439756439867,0.8479961679706212,552,167,0.302536231884058,0.22439024390243903,0.43617021276595747,2.217630032110703,0.7072568391572758,5.277144260610992,-0.0866590480305258,0.0711702616929595,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S0,all,0.25,0.25,shared,8008,21,12.661213786213786,0.33802803010129107,0.7604854849469539,13.042207792207792,0.34165374083223227,0.7927650691859088,1947,821,0.4216743708269132,0.3869353309774237,0.4630284543961068,0.720339731721117,0.6089172163339531,0.9542229439158904,0.08521560207270736,0.3047111504152918,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S0,test,0.25,0.25,shared,3536,6,12.96606334841629,0.31122404466934217,0.7811485443610623,13.581447963800905,0.3054514409461936,0.8035552717015275,1071,444,0.41456582633053224,0.3624382207578254,0.460534492725696,0.7230989512048277,0.5916064060206713,1.1572750984875526,0.07954033295666645,0.287251829860362,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S1,all,0.25,0.252685546875,shared,8008,21,12.661213786213786,0.33802803010129107,0.7604854849469539,12.843656343656344,0.3465464939913662,0.7919903591641739,1951,818,0.4192721681189134,0.38227971823841583,0.45723718084356046,0.738898612191268,0.6185231787694966,0.946286627610157,0.0801013265816702,0.306782461992688,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S1,test,0.25,0.252685546875,shared,3536,6,12.96606334841629,0.31122404466934217,0.7811485443610623,13.374717194570136,0.3098555811642315,0.8027569322475917,1079,446,0.41334569045412417,0.35714285714285715,0.46965699208443273,0.7647093614959626,0.5811000634680286,1.234506321290928,0.068231535817874,0.28998831509696205,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S2,all,0.5,0.55,shared,8008,21,4.713661338661339,0.7483773544917477,0.6337558372248165,5.103771228771229,0.7453695774510044,0.6832511997245475,1369,574,0.4192841490138787,0.36958035981634896,0.47603462184320566,0.8368131696486147,0.5527365175620805,1.0360824423110409,0.03970349395100224,0.24330084643172425,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S2,test,0.5,0.55,shared,3536,6,4.824660633484163,0.7002930832356389,0.6599606152536058,5.228223981900452,0.6914588629848001,0.7054127414976848,900,361,0.4011111111111111,0.3325027927662086,0.47141190198366395,0.832346107582178,0.4672977875065685,1.0632786472797477,0.04010563113328263,0.2392168207662762,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S3,all,0.25,0.25,shared,8008,21,12.661213786213786,0.33802803010129107,0.7604854849469539,13.042207792207792,0.34165374083223227,0.7927650691859088,1947,821,0.4216743708269132,0.3866360003585991,0.45829388468683735,0.720339731721117,0.6049989278208479,0.9237800541157734,0.08521560207270736,0.3047111504152918,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S3,test,0.25,0.25,shared,3536,6,12.96606334841629,0.31122404466934217,0.7811485443610623,13.581447963800905,0.3054514409461936,0.8035552717015275,1071,444,0.41456582633053224,0.36738283335112626,0.4687959558823529,0.7230989512048277,0.5926072360100706,1.2019294932447646,0.07954033295666645,0.287251829860362,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S4,all,0.55,0.6,shared,8008,21,4.255244755244755,0.7896760183120084,0.6041877380619337,4.6558441558441555,0.7806565819118121,0.653446383610579,1280,550,0.4296875,0.38513541870316065,0.4805339849154282,0.8382231794529852,0.5856524994954532,1.0435794003256358,0.03590031918138318,0.22191262666674808,,,,,,,,,,,,,,,,,,,,,,
KITTI mono RT-DETR 480->640 q_brake,KITTI,brake,mono,True,S4,test,0.55,0.6,shared,3536,6,4.341628959276018,0.7457660239708181,0.632923519080313,4.778280542986425,0.7286931818181818,0.6798658789717388,839,349,0.4159713945172825,0.34260157733075874,0.4784073415539032,0.8421869075822874,0.49254257373689153,1.0588261520918942,0.03288059382619468,0.2083514955727729,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S0,all,0.25,0.25,shared,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,6.131993006993007,0.6535383362183077,0.7171447631754503,463,14,0.03023758099352052,0.008704607133626259,0.07522513007515454,0.0033946367285793266,0.00028872251627492086,0.012219750538505677,0.6834446714145355,0.6857726203389918,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S0,test,0.25,0.25,shared,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,6.211538461538462,0.6068566745583682,0.7345255202512108,100,8,0.08,0.018622247317899493,0.2,0.0024380033500933517,0.00013552572614659527,0.03944320021388543,0.5193211847093978,0.5205903858140389,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S1,all,0.25,0.56396484375,shared,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,3.5526973026973026,0.8634446397188049,0.5518517721491747,452,49,0.1084070796460177,0.044850552337393566,0.23798877874156676,0.07544473653270681,0.025652359282457543,0.20278435209917645,0.570249614339518,0.6167826163262012,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S1,test,0.25,0.56396484375,shared,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,3.4881221719457014,0.83760337279066,0.5723029432114535,92,26,0.2826086956521739,0.07851686507936508,0.5555555555555556,0.2908996772760604,0.03443234164734981,4.3931043028943595,0.260658863035743,0.3675909524825028,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S2,all,0.2,0.35,shared,8008,21,4.231518481518481,0.665230478663755,0.5074135445135467,5.083791208791209,0.7410282233303038,0.6756116981213282,393,18,0.04580152671755725,0.010865683229813664,0.12185718338782457,0.0014587527334399067,0.0001876536608498134,0.005894169981315504,0.6275946101255854,0.6285114529255381,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S2,test,0.2,0.35,shared,3536,6,4.262160633484163,0.6478667639838099,0.5431901644579276,5.1218891402714934,0.6975871017613605,0.6972164564372771,90,12,0.13333333333333333,0.029403214774281806,0.27906976744186046,0.006850030107602132,0.00024659362591474254,0.08699230117508829,0.4329341460493076,0.43592021263033776,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S3,all,0.25,0.3,shared,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,5.557942057942058,0.6997169048260987,0.6968947039962126,458,14,0.03056768558951965,0.008721895413042694,0.07636943907156674,0.0009360077600781922,0.00015630066610728918,0.003000771648603893,0.6819013291036353,0.6825401920199308,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S3,test,0.25,0.3,shared,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,5.633484162895928,0.6526606425702811,0.7171749427856725,97,9,0.09278350515463918,0.02030456852791878,0.20588235294117646,0.003784375154851933,0.00014041425721708574,0.03952480925330091,0.5104454404879917,0.5123844956430346,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S4,all,0.1,0.3,own,8008,21,6.753871128871129,0.4815568087270038,0.582495857453356,5.557942057942058,0.6997169048260987,0.6968947039962126,537,37,0.06890130353817504,0.025756780774648554,0.11970175693452452,0.011687253213525498,0.0012097482398679884,0.0442027442981331,0.43960052646473535,0.4447990050660637,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_traj,KITTI,traj,oracle,False,S4,test,0.1,0.3,own,3536,6,7.04920814479638,0.45085452940704485,0.6214274309436373,5.633484162895928,0.6526606425702811,0.7171749427856725,193,19,0.09844559585492228,0.027649769585253458,0.1928900832177531,0.010058399243667271,0.0008796012190471148,0.05085834530022815,0.34854789280863635,0.3520893480406718,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S0,all,0.25,0.25,shared,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,6.131993006993007,0.6535383362183077,0.7171447631754503,1296,319,0.24614197530864199,0.11239255231077587,0.4206586766241066,0.08023851542455196,0.02438243616711426,0.3605992552190246,0.6785748142109286,0.7377725916889776,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S0,test,0.25,0.25,shared,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,6.211538461538462,0.6068566745583682,0.7345255202512108,584,207,0.3544520547945205,0.13333333333333333,0.5681983765693854,0.3045443501914095,0.0957002381569645,0.7712232787938358,0.268659326706218,0.3863069151572221,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S1,all,0.25,0.56396484375,shared,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,3.5526973026973026,0.8634446397188049,0.5518517721491747,846,111,0.13120567375886524,0.06329690615389814,0.2305812608444187,0.055853354253048916,0.016316502903949606,0.23671132575773146,0.6124735774189863,0.6487059824635991,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S1,test,0.25,0.56396484375,shared,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,3.4881221719457014,0.83760337279066,0.5723029432114535,307,76,0.247557003257329,0.1568627450980392,0.3358208955223881,0.28590374548383934,0.1701399002463025,0.43339421305095477,0.14855161859684704,0.2080274439998274,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S2,all,0.2,0.35,shared,8008,21,4.231518481518481,0.665230478663755,0.5074135445135467,5.083791208791209,0.7410282233303038,0.6756116981213282,1087,220,0.20239190432382706,0.08340112926225726,0.3466654114475979,0.0667749799889142,0.016721460539057542,0.32602253235443457,0.6423513838750161,0.6883135043543809,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S2,test,0.2,0.35,shared,3536,6,4.262160633484163,0.6478667639838099,0.5431901644579276,5.1218891402714934,0.6975871017613605,0.6972164564372771,472,146,0.3093220338983051,0.16010498687664043,0.45373034989857997,0.28712154792673955,0.12801596317125252,0.5579529100199324,0.22064913514270323,0.30951859254686526,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S3,all,0.25,0.3,shared,8008,21,3.6225024975024973,0.7259126477989589,0.47463900664959435,5.557942057942058,0.6997169048260987,0.6968947039962126,1209,266,0.22001654259718775,0.09486685867871315,0.39291548676150373,0.06928966419735508,0.020297799407850824,0.35115475642999033,0.6768142540446445,0.7272018242506797,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S3,test,0.25,0.3,shared,3536,6,3.654128959276018,0.7120965869514744,0.5124807067965299,5.633484162895928,0.6526606425702811,0.7171749427856725,525,173,0.3295238095238095,0.14029371142584846,0.5009536652885921,0.2810175070537627,0.10195878770066814,0.5949580637709676,0.2563622350515257,0.35656255550953364,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S4,all,0.1,0.35,shared,8008,21,6.753871128871129,0.4815568087270038,0.582495857453356,5.083791208791209,0.7410282233303038,0.6756116981213282,1153,253,0.2194275802254987,0.11168486957774695,0.3217902120943401,0.1590817537980162,0.04462408552986617,0.44544883014055137,0.4785825498396186,0.5691189981917285,,,,,,,,,,,,,,,,,,,,,,
KITTI oracle Y8 320->640 q_brake,KITTI,brake,oracle,False,S4,test,0.1,0.35,shared,3536,6,7.04920814479638,0.45085452940704485,0.6214274309436373,5.1218891402714934,0.6975871017613605,0.6972164564372771,588,176,0.29931972789115646,0.17041533780405813,0.4585957132298596,0.45248110115099843,0.2088496947191948,0.8121221597161987,0.180741724996606,0.33011047723934867,,,,,,,,,,,,,,,,,,,,,,
