cell,t_cheap,t_full,affected,harm_rate,rho
KITTI mono Y8 320->640 q_brake,0.45,0.45,2039,0.25061304561059344,0.07062704438635552
KITTI mono Y8 320->640 q_brake,0.45,0.55,1838,0.21708378672470077,0.056906466809288764
KITTI mono Y8 320->640 q_brake,0.55,0.15,2773,0.3234763793725207,0.10695804275351599
KITTI mono Y8 320->640 q_brake,0.55,0.25,2554,0.29052466718872355,0.0866825676377609
KITTI mono Y8 320->640 q_brake,0.55,0.35,2376,0.2601010101010101,0.07173130054409241
KITTI mono Y8 320->640 q_brake,0.55,0.45,2189,0.22932846048423938,0.057303864695694
KITTI mono Y8 320->640 q_brake,0.55,0.55,1981,0.19535588086824837,0.04444264312185082
KITTI mono Y8 384->640 q_brake,0.15,0.15,1959,0.4119448698315467,0.6821689958982521
KITTI mono Y8 384->640 q_brake,0.15,0.25,1843,0.37818773738469885,0.638343123925485
KITTI mono Y8 384->640 q_brake,0.15,0.35,1747,0.35317687464224384,0.6333639376926021
KITTI mono Y8 384->640 q_brake,0.15,0.45,1679,0.33055390113162597,0.6415938317610779
KITTI mono Y8 384->640 q_brake,0.15,0.55,1648,0.32160194174757284,0.744664343345175
KITTI mono Y8 384->640 q_brake,0.25,0.15,1937,0.4326277749096541,0.5322757759083835
KITTI mono Y8 384->640 q_brake,0.25,0.25,1771,0.39808018068887635,0.4731134004370671
KITTI mono Y8 384->640 q_brake,0.25,0.35,1644,0.3710462287104623,0.4494336289482888
KITTI mono Y8 384->640 q_brake,0.25,0.45,1522,0.34231274638633374,0.42926862991051673
KITTI mono Y8 384->640 q_brake,0.25,0.55,1413,0.32342533616418967,0.4772658749130386
KITTI mono Y8 384->640 q_brake,0.35,0.15,1978,0.4403437815975733,0.41291086117145853
KITTI mono Y8 384->640 q_brake,0.35,0.25,1794,0.4052396878483835,0.3564991746314372
KITTI mono Y8 384->640 q_brake,0.35,0.35,1642,0.3751522533495737,0.3231730664351564
KITTI mono Y8 384->640 q_brake,0.35,0.45,1489,0.34385493619879115,0.2912955928556064
KITTI mono Y8 384->640 q_brake,0.35,0.55,1345,0.3204460966542751,0.301322849913177
KITTI mono Y8 384->640 q_brake,0.45,0.15,2101,0.4231318419800095,0.29353500919677916
KITTI mono Y8 384->640 q_brake,0.45,0.25,1899,0.3875724065297525,0.24734749131301598
KITTI mono Y8 384->640 q_brake,0.45,0.35,1735,0.3567723342939481,0.2153613225924177
KITTI mono Y8 384->640 q_brake,0.45,0.45,1557,0.3230571612074502,0.18339149373316507
KITTI mono Y8 384->640 q_brake,0.45,0.55,1388,0.29250720461095103,0.1691589868151268
KITTI mono Y8 384->640 q_brake,0.55,0.15,2300,0.39565217391304347,0.1988096195238312
KITTI mono Y8 384->640 q_brake,0.55,0.25,2087,0.36080498322951604,0.16396313289547432
KITTI mono Y8 384->640 q_brake,0.55,0.35,1908,0.330188679245283,0.13861083752518755
KITTI mono Y8 384->640 q_brake,0.55,0.45,1721,0.2969203951191168,0.11351915123344443
KITTI mono Y8 384->640 q_brake,0.55,0.55,1524,0.2631233595800525,0.09380564737572307
KITTI mono Y8 512->640 q_brake,0.15,0.15,1618,0.4252163164400494,0.6406381825840918
KITTI mono Y8 512->640 q_brake,0.15,0.25,1553,0.3921442369607212,0.595819585884382
KITTI mono Y8 512->640 q_brake,0.15,0.35,1512,0.36772486772486773,0.6031908177895113
KITTI mono Y8 512->640 q_brake,0.15,0.45,1519,0.35220539828834757,0.6341348883676448
KITTI mono Y8 512->640 q_brake,0.15,0.55,1570,0.3522292993630573,0.7804218932877667
KITTI mono Y8 512->640 q_brake,0.25,0.15,1608,0.4651741293532338,0.6785320869203298
KITTI mono Y8 512->640 q_brake,0.25,0.25,1470,0.42857142857142855,0.6152373049046556
KITTI mono Y8 512->640 q_brake,0.25,0.35,1378,0.4005805515239477,0.6028091726987969
KITTI mono Y8 512->640 q_brake,0.25,0.45,1319,0.3752843062926459,0.6059136545583548
KITTI mono Y8 512->640 q_brake,0.25,0.55,1329,0.36794582392776526,0.7650382239732834
KITTI mono Y8 512->640 q_brake,0.35,0.15,1666,0.4759903961584634,0.626595848279282
KITTI mono Y8 512->640 q_brake,0.35,0.25,1508,0.4423076923076923,0.5576550970685377
KITTI mono Y8 512->640 q_brake,0.35,0.35,1357,0.41267501842299187,0.525878800112
KITTI mono Y8 512->640 q_brake,0.35,0.45,1230,0.3821138211382114,0.49681501799092603
KITTI mono Y8 512->640 q_brake,0.35,0.55,1162,0.3640275387263339,0.6035281320261547
KITTI mono Y8 512->640 q_brake,0.45,0.15,1735,0.4847262247838617,0.5168901206037888
KITTI mono Y8 512->640 q_brake,0.45,0.25,1544,0.45142487046632124,0.4491190644746881
KITTI mono Y8 512->640 q_brake,0.45,0.35,1370,0.4211678832116788,0.40233815203656315
KITTI mono Y8 512->640 q_brake,0.45,0.45,1211,0.38810900082576383,0.35638339851498774
KITTI mono Y8 512->640 q_brake,0.45,0.55,1076,0.362453531598513,0.39118313647466374
KITTI mono Y8 512->640 q_brake,0.55,0.15,1900,0.4705263157894737,0.35777164191074673
KITTI mono Y8 512->640 q_brake,0.55,0.25,1696,0.4380896226415094,0.30427955703452025
KITTI mono Y8 512->640 q_brake,0.55,0.35,1511,0.40900066181336864,0.2638837081048083
KITTI mono Y8 512->640 q_brake,0.55,0.45,1319,0.37452615617892343,0.218442380899548
KITTI mono Y8 512->640 q_brake,0.55,0.55,1134,0.3439153439153439,0.20320540653678856
KITTI mono RT-DETR 480->640 q_brake,0.15,0.15,2030,0.4,0.6518769530343655
KITTI mono RT-DETR 480->640 q_brake,0.15,0.25,2394,0.24644945697577275,0.39396679771921117
KITTI mono RT-DETR 480->640 q_brake,0.15,0.35,2741,0.21123677489967166,0.3961770688450393
KITTI mono RT-DETR 480->640 q_brake,0.15,0.45,2920,0.19657534246575342,0.40895081581797094
KITTI mono RT-DETR 480->640 q_brake,0.15,0.55,3039,0.19677525501809806,0.42673410997968925
KITTI mono RT-DETR 480->640 q_brake,0.25,0.15,2102,0.6194100856327307,1.432897804367119
KITTI mono RT-DETR 480->640 q_brake,0.25,0.25,1947,0.4216743708269132,0.7203397317211169
KITTI mono RT-DETR 480->640 q_brake,0.25,0.35,2080,0.3331730769230769,0.6197709420175262
KITTI mono RT-DETR 480->640 q_brake,0.25,0.45,2154,0.2943361188486537,0.5979349938121707
KITTI mono RT-DETR 480->640 q_brake,0.25,0.55,2220,0.281981981981982,0.6028374526550843
KITTI mono RT-DETR 480->640 q_brake,0.35,0.15,2417,0.7037649979313199,1.9322570722097192
KITTI mono RT-DETR 480->640 q_brake,0.35,0.25,1931,0.5479026411185914,1.1154118279157301
KITTI mono RT-DETR 480->640 q_brake,0.35,0.35,1759,0.4440022740193292,0.907208821932704
KITTI mono RT-DETR 480->640 q_brake,0.35,0.45,1689,0.384251036116045,0.8223388023596984
KITTI mono RT-DETR 480->640 q_brake,0.35,0.55,1672,0.35586124401913877,0.8008647779447451
KITTI mono RT-DETR 480->640 q_brake,0.45,0.15,2640,0.7261363636363637,1.9772925580525176
KITTI mono RT-DETR 480->640 q_brake,0.45,0.25,2020,0.600990099009901,1.2603178891898053
KITTI mono RT-DETR 480->640 q_brake,0.45,0.35,1694,0.5070838252656434,1.0637575194321278
KITTI mono RT-DETR 480->640 q_brake,0.45,0.45,1513,0.44282881692002646,0.9576818841724616
KITTI mono RT-DETR 480->640 q_brake,0.45,0.55,1411,0.4053862508858965,0.9188030850040525
KITTI mono RT-DETR 480->640 q_brake,0.55,0.15,2776,0.7251440922190202,1.7128178443560982
KITTI mono RT-DETR 480->640 q_brake,0.55,0.25,2107,0.6169909824394875,1.1314171884457276
KITTI mono RT-DETR 480->640 q_brake,0.55,0.35,1699,0.533254855797528,0.9446850240756363
KITTI mono RT-DETR 480->640 q_brake,0.55,0.45,1496,0.47259358288770054,0.8345682896604536
KITTI mono RT-DETR 480->640 q_brake,0.55,0.55,1350,0.4362962962962963,0.7847134086636951
KITTI oracle Y8 320->640 q_brake,0.15,0.15,1415,0.3187279151943463,0.16336873014298647
KITTI oracle Y8 320->640 q_brake,0.15,0.25,1229,0.2628152969894223,0.11862291239202563
KITTI oracle Y8 320->640 q_brake,0.15,0.35,1085,0.2110599078341014,0.09287722271465321
KITTI oracle Y8 320->640 q_brake,0.15,0.45,968,0.1828512396694215,0.08082838632177174
KITTI oracle Y8 320->640 q_brake,0.15,0.55,888,0.18130630630630631,0.11053319109466106
KITTI oracle Y8 320->640 q_brake,0.25,0.15,1503,0.3040585495675316,0.11417810258676413
KITTI oracle Y8 320->640 q_brake,0.25,0.25,1296,0.24614197530864199,0.08023851542455199
KITTI oracle Y8 320->640 q_brake,0.25,0.35,1126,0.19005328596802842,0.05795719362321805
KITTI oracle Y8 320->640 q_brake,0.25,0.45,986,0.1511156186612576,0.04600930223688367
KITTI oracle Y8 320->640 q_brake,0.25,0.55,862,0.12877030162412992,0.05137297702434268
KITTI oracle Y8 320->640 q_brake,0.35,0.15,1722,0.27293844367015097,0.08935871557752378
KITTI oracle Y8 320->640 q_brake,0.35,0.25,1501,0.21852098600932712,0.06135552201100708
KITTI oracle Y8 320->640 q_brake,0.35,0.35,1322,0.1649016641452345,0.04338367326871834
KITTI oracle Y8 320->640 q_brake,0.35,0.45,1166,0.12435677530017153,0.03245105895243995
KITTI oracle Y8 320->640 q_brake,0.35,0.55,1013,0.09081934846989141,0.026782724074657153
KITTI oracle Y8 320->640 q_brake,0.45,0.15,1971,0.2404870624048706,0.07185014578048492
KITTI oracle Y8 320->640 q_brake,0.45,0.25,1741,0.18667432510051696,0.04862215993657636
KITTI oracle Y8 320->640 q_brake,0.45,0.35,1556,0.13624678663239073,0.033714158131343895
KITTI oracle Y8 320->640 q_brake,0.45,0.45,1398,0.0994277539341917,0.02487778496118672
KITTI oracle Y8 320->640 q_brake,0.45,0.55,1227,0.06356968215158924,0.017030557023001925
KITTI oracle Y8 320->640 q_brake,0.55,0.15,2277,0.2028985507246377,0.058114301633862483
KITTI oracle Y8 320->640 q_brake,0.55,0.25,2051,0.15309605070697221,0.03896040662441124
KITTI oracle Y8 320->640 q_brake,0.55,0.35,1868,0.10867237687366167,0.026364198708995756
KITTI oracle Y8 320->640 q_brake,0.55,0.45,1703,0.07516147974163241,0.017803464280441664
KITTI oracle Y8 320->640 q_brake,0.55,0.55,1527,0.04191224623444663,0.010400152507959212
