track,geometry,system,target,signal,budget_level,budget_per_frame,n_frames,feasible,overhead,overhead_source,escalated_frac,eta,eta_lo,eta_hi,minus_random,minus_random_lo,minus_random_hi,note,row_type,n_cells,n_feasible
nuScenes,oracle,plan_ade,JC_ade,gate_ridge,0.3,18.51529400119034,752.0,True,3.925717499981829,measured,0.0971337787316416,-0.0090279875344382,-0.1950506261674938,0.2402047718714625,0.0282874607669415,-0.1169397936491853,0.2515395055866247,,cell,,
nuScenes,oracle,plan_ade,JC_ade,gate_gbm,0.3,18.51529400119034,752.0,False,21.37658250001095,measured,,,,,,,,"infeasible: allocator overhead 21.3766 ms per input exceeds the budget headroom b - C_c = 5.8054 ms, so it cannot run within this budget",cell,,
nuScenes,oracle,plan_ade,JC_ade,uncertainty,0.3,18.51529400119034,752.0,True,0.2944104999755836,measured,0.2847859797267503,-0.1644274268851004,-0.5810815458057196,0.1448612503740723,-0.148329674573074,-0.4469795894818348,0.1278756841084707,,cell,,
nuScenes,oracle,plan_ade,JC_ade,criticality_cheap,0.3,18.51529400119034,752.0,True,1.4709314999947765,measured,0.2239878276646448,-0.2845842590525158,-0.6757414599987176,-0.0135407453043433,-0.268936516767353,-0.5517266015238533,-0.0220675587170054,,cell,,
nuScenes,oracle,plan_ade,JC_ade,gate_gbm_batched,0.3,18.51529400119034,752.0,True,3.5357949274881264,measured,0.1172835013923785,-0.1670502208407175,-0.5445925933649767,0.1499530643848886,-0.1438433738010129,-0.4209806004087156,0.1430587437763419,,cell,,
nuScenes,oracle,plan_ade,JC_ade,R1_mlp_reg,0.3,18.51529400119034,752.0,True,0.6491920000541995,measured,0.2664522146768704,-0.1447460573366232,-0.4602516178142277,0.1324210424362399,-0.1255791389985882,-0.3675889624857762,0.1339658423548996,,cell,,
nuScenes,oracle,plan_ade,JC_ade,R1_mlp_clf,0.3,18.51529400119034,752.0,True,0.6491920000541995,measured,0.2664522146768704,0.0674091244049025,-0.215214734306714,0.2485090489280566,0.0471898651545526,-0.1728064007917832,0.3149728758230296,,cell,,
nuScenes,oracle,plan_ade,JC_ade,R1_gbm_reg,0.3,18.51529400119034,752.0,False,15.909292499998172,measured,,,,,,,,"infeasible: allocator overhead 15.9093 ms per input exceeds the budget headroom b - C_c = 5.8054 ms, so it cannot run within this budget",cell,,
nuScenes,oracle,plan_ade,JC_ade,R1_gbm_clf,0.3,18.51529400119034,752.0,False,15.909292499998172,measured,,,,,,,,"infeasible: allocator overhead 15.9093 ms per input exceeds the budget headroom b - C_c = 5.8054 ms, so it cannot run within this budget",cell,,
nuScenes,oracle,plan_ade,JC_ade,R2_cnn_clf,0.3,18.51529400119034,752.0,False,9.765887999975575,measured,,,,,,,,"infeasible: allocator overhead 9.7659 ms per input exceeds the budget headroom b - C_c = 5.8054 ms, so it cannot run within this budget",cell,,
nuScenes,oracle,plan_ade,JC_ade,criticality_gt,0.3,18.51529400119034,752.0,False,,,,,,,,,,needs FULL on every frame: >= 32.06 ms per frame before computing the metric,cell,,
nuScenes,oracle,plan_ade,JC_ade,dE_exact,0.3,18.51529400119034,752.0,False,,,,,,,,,,needs FULL on every frame: >= 32.06 ms per frame before computing the metric,cell,,
nuScenes,oracle,plan_ade,JC_ade,dE_E6_risk_weighted,0.3,18.51529400119034,752.0,False,,,,,,,,,,needs FULL on every frame: >= 32.06 ms per frame before computing the metric,cell,,
nuScenes,oracle,plan_ade,JC_ade,PKL,0.3,18.51529400119034,752.0,False,,,,,,,,,,needs FULL on every frame: >= 32.06 ms per frame before computing the metric,cell,,
nuScenes,oracle,plan_ade,JC_ade,TIP,0.3,18.51529400119034,752.0,False,,,,,,,,,,needs FULL on every frame: >= 32.06 ms per frame before computing the metric,cell,,
nuScenes,oracle,plan_ade,JC_ade,random,0.5,22.38554650102742,752.0,True,0.0,none,0.5,-0.0145789506241152,-0.3073856535776463,0.1805345634709499,0.0,0.0,0.0,,cell,,
