registry_version,track,geometry,system,target,signal,budget_level,unit,budget_per_frame,overhead,overhead_provenance,n_frames,k_zero_overhead,feasible,all_cheap_loss,O_0_share,G_rank_zero_overhead_equals_scorer,note,share_after_overhead,k_after_overhead,stream_rate_realised,O_o_share,G_rank_share,G_stream_share,gap_share,term_overhead_share,term_ranking_share,term_causal_share,term_causal_sign,tau,tie_p,tie_draws,gap_share_lo,gap_share_hi,term_overhead_share_lo,term_overhead_share_hi,term_ranking_share_lo,term_ranking_share_hi,term_causal_share_lo,term_causal_share_hi
2026-09-23.1,nuScenes,oracle,brake,J,gate_ridge,0.2,ms,16.5801677512718,3.925717499981829,measured on nuScenes,955,191,False,246.6178238736764,0.191907477467463,True,infeasible: overhead 3.9257 ms exceeds the headroom 3.8703 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,brake,J,gate_ridge,0.5,ms,22.38554650102742,3.925717499981829,measured on nuScenes,955,477,True,246.6178238736764,0.191907477467463,True,,0.2971337787316417,283.0,0.20523560209424083,0.191907477467463,0.09909873474494903,0.09808520398982555,0.09382227347763744,0.0,0.09280874272251398,0.0010135307551234673,positive,0.066357169,0.9770832733241264,1.0,0.038767885629974665,0.14220848432157562,0.0,0.0,0.026526864847121696,0.18352330600819292,-0.09044360957232861,0.044620428175418066
2026-09-23.1,nuScenes,oracle,brake,J,gate_gbm,0.2,ms,16.5801677512718,21.376582500010954,measured on nuScenes,955,191,False,246.6178238736764,0.191907477467463,True,infeasible: overhead 21.3766 ms exceeds the headroom 3.8703 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,brake,J,gate_gbm,0.5,ms,22.38554650102742,21.376582500010954,measured on nuScenes,955,477,False,246.6178238736764,0.191907477467463,True,infeasible: overhead 21.3766 ms exceeds the headroom 9.6756 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,brake,J,R1_mlp_reg,0.2,ms,16.5801677512718,0.6491920000541995,measured on nuScenes,955,191,True,246.6178238736764,0.191907477467463,True,,0.16645221467687044,158.0,0.09633507853403141,0.191907477467463,0.0366875694104904,0.0039720758062258,0.1879354016612372,0.0,0.1552199080569726,0.0327154936042646,positive,0.238707411,0.8636085344896003,32.0,0.09524258617550654,0.29712128725393117,0.0,0.0,0.09160310125975896,0.2329681825679224,2.8999073591854515e-18,0.0881863076189998
2026-09-23.1,nuScenes,oracle,brake,J,R1_mlp_reg,0.5,ms,22.38554650102742,0.6491920000541995,measured on nuScenes,955,477,True,246.6178238736764,0.191907477467463,True,,0.4664522146768704,445.0,0.4178010471204188,0.191907477467463,0.06460453831363462,0.04684403988323114,0.14506343758423185,0.0,0.1273029391538284,0.017760498430403483,positive,0.045458757,0.6636085344895832,32.0,0.08096906566814176,0.2440015132924895,0.0,0.0,0.057631375942995,0.24038849546563396,-0.005254392133100831,0.049978709148395924
2026-09-23.1,nuScenes,oracle,brake,J,R1_mlp_clf,0.2,ms,16.5801677512718,0.6491920000541995,measured on nuScenes,955,191,True,246.6178238736764,0.191907477467463,True,,0.16645221467687044,158.0,0.1162303664921466,0.191907477467463,0.004053392969187365,0.008925087973133402,0.1829823894943296,0.0,0.18785408449827565,-0.004871695003946036,negative,0.01316684,0.8636085344896003,32.0,0.07984367470591464,0.28703388163204563,0.0,0.0,0.0839293744837498,0.2932217731192171,-0.016606699412934776,2.853639778566503e-18
2026-09-23.1,nuScenes,oracle,brake,J,R1_mlp_clf,0.5,ms,22.38554650102742,0.6491920000541995,measured on nuScenes,955,477,True,246.6178238736764,0.191907477467463,True,,0.4664522146768704,445.0,0.4083769633507853,0.191907477467463,0.06927825016072299,0.056400680036397755,0.13550679743106525,0.0,0.12262922730674,0.012877570124325239,positive,3.5e-08,0.8318042672447916,32.0,0.06850757272948567,0.20794697375428833,0.0,0.0,0.046766387793910735,0.2212760598978524,-0.05284072378782703,0.05808655531808292
2026-09-23.1,nuScenes,oracle,brake,J,R1_gbm_reg,0.2,ms,16.5801677512718,15.909292499998173,measured on nuScenes,955,191,False,246.6178238736764,0.191907477467463,True,infeasible: overhead 15.9093 ms exceeds the headroom 3.8703 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,brake,J,R1_gbm_reg,0.5,ms,22.38554650102742,15.909292499998173,measured on nuScenes,955,477,False,246.6178238736764,0.191907477467463,True,infeasible: overhead 15.9093 ms exceeds the headroom 9.6756 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,brake,J,R1_gbm_clf,0.2,ms,16.5801677512718,15.909292499998173,measured on nuScenes,955,191,False,246.6178238736764,0.191907477467463,True,infeasible: overhead 15.9093 ms exceeds the headroom 3.8703 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,brake,J,R1_gbm_clf,0.5,ms,22.38554650102742,15.909292499998173,measured on nuScenes,955,477,False,246.6178238736764,0.191907477467463,True,infeasible: overhead 15.9093 ms exceeds the headroom 9.6756 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,plan_ade,JC_ade,gate_ridge,0.2,ms,16.5801677512718,3.925717499981829,measured on nuScenes,752,150,False,3015.1530604685695,0.028733094320147645,True,infeasible: overhead 3.9257 ms exceeds the headroom 3.8703 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,plan_ade,JC_ade,gate_ridge,0.5,ms,22.38554650102742,3.925717499981829,measured on nuScenes,752,376,True,3015.1530604685695,0.028733094320147645,True,,0.2971337787316417,223.0,0.15824468085106383,0.028733094320147645,-0.004972182427977349,-0.003135018109389661,0.031868112429537306,0.0,0.03370527674812499,-0.0018371643185876884,negative,0.038216764,0.26975558708920744,1.0,0.016221526731104906,0.05208391872380497,0.0,0.0,0.01710756441207332,0.05548311559472367,-0.005439100810660596,0.004214156007230629
2026-09-23.1,nuScenes,oracle,plan_ade,JC_ade,gate_gbm,0.2,ms,16.5801677512718,21.376582500010954,measured on nuScenes,752,150,False,3015.1530604685695,0.028733094320147645,True,infeasible: overhead 21.3766 ms exceeds the headroom 3.8703 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,plan_ade,JC_ade,gate_gbm,0.5,ms,22.38554650102742,21.376582500010954,measured on nuScenes,752,376,False,3015.1530604685695,0.028733094320147645,True,infeasible: overhead 21.3766 ms exceeds the headroom 9.6756 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,plan_ade,JC_ade,R1_mlp_reg,0.2,ms,16.5801677512718,0.6491920000541995,measured on nuScenes,752,150,True,3015.1530604685695,0.028733094320147645,True,,0.16645221467687044,125.0,0.09042553191489362,0.028364517743837976,-0.0026530952120184925,-0.0013509392721506917,0.030084033592298335,0.0003685765763096684,0.031017612955856467,-0.001302155939867801,negative,0.389536976,0.05965512375834692,32.0,0.01726892219970623,0.04722708311673452,0.0,0.0012998626667708032,0.017776531014876903,0.04767677987814317,-0.005087839453484957,0.0033810087044311666
2026-09-23.1,nuScenes,oracle,plan_ade,JC_ade,R1_mlp_reg,0.5,ms,22.38554650102742,0.6491920000541995,measured on nuScenes,752,376,True,3015.1530604685695,0.028733094320147645,True,,0.4664522146768704,350.0,0.37367021276595747,0.028733094320147645,0.0006288490234961365,-5.24684079330143e-05,0.02878556272808066,0.0,0.02810424529665151,0.0006813174314291508,positive,0.050214779,0.7596551237583355,32.0,0.018090178819073356,0.04564065159676892,0.0,0.0,0.018232548262342864,0.044247388166063994,-0.002042650437697442,0.0051080413331824615
2026-09-23.1,nuScenes,oracle,plan_ade,JC_ade,R1_mlp_clf,0.2,ms,16.5801677512718,0.6491920000541995,measured on nuScenes,752,150,True,3015.1530604685695,0.028733094320147645,True,,0.16645221467687044,125.0,0.1023936170212766,0.028364517743837976,-0.0018073112418255266,-0.005105376284724261,0.033838470604871905,0.0003685765763096684,0.030171828985663503,0.0032980650428987342,positive,0.37983819,0.05965512375834692,32.0,0.019790398335475176,0.05157877221085168,0.0,0.0012998626667708032,0.017656764908903725,0.048062929702173414,-0.0009491632778984518,0.0075619718837586355
2026-09-23.1,nuScenes,oracle,plan_ade,JC_ade,R1_mlp_clf,0.5,ms,22.38554650102742,0.6491920000541995,measured on nuScenes,752,376,True,3015.1530604685695,0.028733094320147645,True,,0.4664522146768704,350.0,0.3537234042553192,0.028733094320147645,-0.0021619886670908904,-0.004353426765155808,0.03308652108530345,0.0,0.030895082987238538,0.0021914380980649173,positive,0.108454468,0.7596551237583355,32.0,0.016816847524282644,0.0552400153506683,0.0,0.0,0.016005195908230182,0.05366187321493656,-0.003510154045269584,0.004884357712224373
2026-09-23.1,nuScenes,oracle,plan_ade,JC_ade,R1_gbm_reg,0.2,ms,16.5801677512718,15.909292499998173,measured on nuScenes,752,150,False,3015.1530604685695,0.028733094320147645,True,infeasible: overhead 15.9093 ms exceeds the headroom 3.8703 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,plan_ade,JC_ade,R1_gbm_reg,0.5,ms,22.38554650102742,15.909292499998173,measured on nuScenes,752,376,False,3015.1530604685695,0.028733094320147645,True,infeasible: overhead 15.9093 ms exceeds the headroom 9.6756 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,plan_ade,JC_ade,R1_gbm_clf,0.2,ms,16.5801677512718,15.909292499998173,measured on nuScenes,752,150,False,3015.1530604685695,0.028733094320147645,True,infeasible: overhead 15.9093 ms exceeds the headroom 3.8703 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,plan_ade,JC_ade,R1_gbm_clf,0.5,ms,22.38554650102742,15.909292499998173,measured on nuScenes,752,376,False,3015.1530604685695,0.028733094320147645,True,infeasible: overhead 15.9093 ms exceeds the headroom 9.6756 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,plan_fde,JC_fde,gate_ridge,0.2,ms,16.5801677512718,3.925717499981829,measured on nuScenes,752,150,False,5814.220981124377,0.047260438435018856,True,infeasible: overhead 3.9257 ms exceeds the headroom 3.8703 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,plan_fde,JC_fde,gate_ridge,0.5,ms,22.38554650102742,3.925717499981829,measured on nuScenes,752,376,True,5814.220981124377,0.047260438435018856,True,,0.2971337787316417,223.0,0.1449468085106383,0.047260438435018856,-0.0035181199414050916,-0.003348082466929745,0.0506085209019486,0.0,0.05077855837642394,-0.00017003747447534654,negative,0.04084531,0.26975558708920744,1.0,0.02663506713102137,0.08072164879586276,0.0,0.0,0.024082965065976927,0.08546632412143858,-0.009839278292959433,0.010633590322870996
2026-09-23.1,nuScenes,oracle,plan_fde,JC_fde,gate_gbm,0.2,ms,16.5801677512718,21.376582500010954,measured on nuScenes,752,150,False,5814.220981124377,0.047260438435018856,True,infeasible: overhead 21.3766 ms exceeds the headroom 3.8703 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,plan_fde,JC_fde,gate_gbm,0.5,ms,22.38554650102742,21.376582500010954,measured on nuScenes,752,376,False,5814.220981124377,0.047260438435018856,True,infeasible: overhead 21.3766 ms exceeds the headroom 9.6756 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,plan_fde,JC_fde,R1_mlp_reg,0.2,ms,16.5801677512718,0.6491920000541995,measured on nuScenes,752,150,True,5814.220981124377,0.047260438435018856,True,,0.16645221467687044,125.0,0.0797872340425532,0.047260438435018856,0.0018950247646233411,-0.00047257677672158424,0.04773301521174044,0.0,0.04536541367039551,0.0023676015413449255,positive,0.539156128,0.05965512375834692,32.0,0.02638508266036917,0.07921719967656163,0.0,0.0,0.022143956520980685,0.07563255498051237,-0.002132197605903951,0.011907806552340108
2026-09-23.1,nuScenes,oracle,plan_fde,JC_fde,R1_mlp_reg,0.5,ms,22.38554650102742,0.6491920000541995,measured on nuScenes,752,376,True,5814.220981124377,0.047260438435018856,True,,0.4664522146768704,350.0,0.37437666223404253,0.047260438435018856,0.010736336703369521,0.006775069467844797,0.04048536896717406,0.0,0.036524101731649335,0.003961267235524725,positive,-0.14255787,0.6533141735421297,32.0,0.023175040189220463,0.06613935371656739,0.0,0.0,0.0206082614026347,0.056885574352410685,-0.002472125158075316,0.01461922695908783
2026-09-23.1,nuScenes,oracle,plan_fde,JC_fde,R1_mlp_clf,0.2,ms,16.5801677512718,0.6491920000541995,measured on nuScenes,752,150,True,5814.220981124377,0.047260438435018856,True,,0.16645221467687044,125.0,0.07313829787234043,0.047260438435018856,0.004173900763524887,0.0005045896939109433,0.046755848741107914,0.0,0.043086537671493966,0.0036693110696139437,positive,0.110161179,0.05965512375834692,32.0,0.02654085839020943,0.07483164962984026,0.0,0.0,0.022884976360215477,0.07143167039614233,-0.0027575910562298474,0.012976576875566968
2026-09-23.1,nuScenes,oracle,plan_fde,JC_fde,R1_mlp_clf,0.5,ms,22.38554650102742,0.6491920000541995,measured on nuScenes,752,376,True,5814.220981124377,0.047260438435018856,True,,0.4664522146768704,350.0,0.40691489361702127,0.047260438435018856,0.00597199252604474,0.009650291587506018,0.03761014684751284,0.0,0.04128844590897412,-0.0036782990614612787,negative,0.026723237,0.7596551237583355,32.0,0.022968269515680637,0.0568378342939909,0.0,0.0,0.023551400683786586,0.06279830139078954,-0.016976758139707504,0.0047688327007908
2026-09-23.1,nuScenes,oracle,plan_fde,JC_fde,R1_gbm_reg,0.2,ms,16.5801677512718,15.909292499998173,measured on nuScenes,752,150,False,5814.220981124377,0.047260438435018856,True,infeasible: overhead 15.9093 ms exceeds the headroom 3.8703 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,plan_fde,JC_fde,R1_gbm_reg,0.5,ms,22.38554650102742,15.909292499998173,measured on nuScenes,752,376,False,5814.220981124377,0.047260438435018856,True,infeasible: overhead 15.9093 ms exceeds the headroom 9.6756 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,plan_fde,JC_fde,R1_gbm_clf,0.2,ms,16.5801677512718,15.909292499998173,measured on nuScenes,752,150,False,5814.220981124377,0.047260438435018856,True,infeasible: overhead 15.9093 ms exceeds the headroom 3.8703 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,oracle,plan_fde,JC_fde,R1_gbm_clf,0.5,ms,22.38554650102742,15.909292499998173,measured on nuScenes,752,376,False,5814.220981124377,0.047260438435018856,True,infeasible: overhead 15.9093 ms exceeds the headroom 9.6756 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,mono,brake,J,gate_ridge,0.2,ms,16.5801677512718,3.925717499981829,measured on nuScenes,955,191,False,332.31933917287085,0.24937987705403142,True,infeasible: overhead 3.9257 ms exceeds the headroom 3.8703 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,mono,brake,J,gate_ridge,0.5,ms,22.38554650102742,3.925717499981829,measured on nuScenes,955,477,True,332.31933917287085,0.24937987705403142,True,,0.2971337787316417,283.0,0.19895287958115182,0.24937987705403142,0.08432964384951823,0.06847119512230725,0.18090868193172419,0.0,0.16505023320451317,0.015858448727210983,positive,0.106561561,0.9770832733241264,1.0,0.057223455307056234,0.32548104012809237,0.0,0.0,0.05115416948889194,0.31073487100646274,-0.009528222560247815,0.034782882472606746
2026-09-23.1,nuScenes,mono,brake,J,gate_gbm,0.2,ms,16.5801677512718,21.376582500010954,measured on nuScenes,955,191,False,332.31933917287085,0.24937987705403142,True,infeasible: overhead 21.3766 ms exceeds the headroom 3.8703 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,mono,brake,J,gate_gbm,0.5,ms,22.38554650102742,21.376582500010954,measured on nuScenes,955,477,False,332.31933917287085,0.24937987705403142,True,infeasible: overhead 21.3766 ms exceeds the headroom 9.6756 ms,,,,,,,,,,,,,,,,,,,,,,
2026-09-23.1,nuScenes,mono,brake,J,R1_mlp_reg,0.2,ms,16.5801677512718,0.6491920000541995,measured on nuScenes,955,191,True,332.31933917287085,0.24937987705403142,True,,0.16645221467687044,158.0,0.07853403141361257,0.24937987705403142,0.04813382808952168,0.013605312222201987,0.2357745648318294,0.0,0.20124604896450973,0.03452851586731969,positive,0.455931934,0.8636085344896003,32.0,0.11485256808369797,0.37143782043258394,0.0,0.0,0.09602885258396672,0.3298935890568184,0.002226828528785569,0.06353846275807401
2026-09-23.1,nuScenes,mono,brake,J,R1_mlp_reg,0.5,ms,22.38554650102742,0.6491920000541995,measured on nuScenes,955,477,True,332.31933917287085,0.24937987705403142,True,,0.4664522146768704,445.0,0.4077225130890052,0.24937987705403142,0.08567709338805203,0.037321329798068126,0.21205854725596326,0.0,0.16370278366597937,0.048355763589983905,positive,0.069657059,0.287521735970384,32.0,0.11336761621324429,0.3064915232002697,0.0,0.0,0.09184750362669668,0.23115602742789373,0.008444327291607661,0.08803914464590248
