system,unit,budget_level,budget_per_frame,n_frames,signal,overhead,eta,eta_lo,eta_hi,gain,oracle_gain,oracle_lp_bound_gap,share_384,share_512,share_640,extra_ms_per_frame,extra_ms_budget_at_same_level,boot_dropped,feasible,note,table,convention
brake,mJ,0.1,49.55596606074272,3536,oracle (multi-fidelity),0.0,1.0,1.0,1.0,2879.996754089589,2879.996754089589,0.4437957636536161,0.06900452488687783,0.03789592760180995,0.03308823529411765,2.236777112964226,1.8469151747922297,3.0,True,,primary,module
brake,mJ,0.1,49.55596606074272,3536,gate_ridge (multi-fidelity),43.125876390786395,,,,,2879.996754089589,0.4437957636536161,,,,,1.8469151747922297,3.0,False,"infeasible: allocator overhead 43.1259 mJ per input exceeds the budget headroom b - C_c = 8.4433 mJ, so it cannot run within this budget",primary,module
brake,mJ,0.1,49.55596606074272,3536,gate_gbm (multi-fidelity),447.93738075104375,,,,,2879.996754089589,0.4437957636536161,,,,,1.8469151747922297,3.0,False,"infeasible: allocator overhead 447.9374 mJ per input exceeds the budget headroom b - C_c = 8.4433 mJ, so it cannot run within this budget",primary,module
brake,mJ,0.1,49.55596606074272,3536,random (640 only),0.0,0.02798702126828324,,,80.60253040929203,2879.996754089589,,,,0.09983031674208145,,,,True,,primary,module
brake,mJ,0.1,49.55596606074272,3536,uncertainty (640 only),2.0245168961408075,0.010870374741437,,,31.30664397107602,2879.996754089589,,,,0.0757918552036199,,,,True,,primary,module
brake,mJ,0.1,49.55596606074272,3536,gate_gbm (640 only),171.28064194329377,,,,,2879.996754089589,,,,,,,,False,"infeasible: allocator overhead 171.2806 mJ per input exceeds the budget headroom b - C_c = 8.4433 mJ, so it cannot run within this budget",primary,module
brake,mJ,0.1,49.55596606074272,3536,oracle (640 only),0.0,0.7087461236335134,,,2041.1865355380974,2879.996754089589,,,,0.09983031674208145,,,,True,,primary,module
brake,mJ,0.2,57.99929094829842,3536,oracle (multi-fidelity),0.0,1.0,1.0,1.0,3139.1733916974376,3139.1733916974376,0.05372105308268383,0.11538461538461539,0.07918552036199095,0.07635746606334842,4.393097934364947,3.6938303495844593,4.0,True,,primary,module
brake,mJ,0.2,57.99929094829842,3536,gate_ridge (multi-fidelity),43.125876390786395,,,,,3139.1733916974376,0.05372105308268383,,,,,3.6938303495844593,4.0,False,"infeasible: allocator overhead 43.1259 mJ per input exceeds the budget headroom b - C_c = 16.8866 mJ, so it cannot run within this budget",primary,module
brake,mJ,0.2,57.99929094829842,3536,gate_gbm (multi-fidelity),447.93738075104375,,,,,3139.1733916974376,0.05372105308268383,,,,,3.6938303495844593,4.0,False,"infeasible: allocator overhead 447.9374 mJ per input exceeds the budget headroom b - C_c = 16.8866 mJ, so it cannot run within this budget",primary,module
brake,mJ,0.2,57.99929094829842,3536,random (640 only),0.0,0.051425447547989334,,,161.43339659878035,3139.1733916974376,,,,0.19994343891402716,,,,True,,primary,module
brake,mJ,0.2,57.99929094829842,3536,uncertainty (640 only),2.0245168961408075,0.03414641177233691,,,107.19150725766417,3139.1733916974376,,,,0.17590497737556562,,,,True,,primary,module
brake,mJ,0.2,57.99929094829842,3536,gate_gbm (640 only),171.28064194329377,,,,,3139.1733916974376,,,,,,,,False,"infeasible: allocator overhead 171.2806 mJ per input exceeds the budget headroom b - C_c = 16.8866 mJ, so it cannot run within this budget",primary,module
brake,mJ,0.2,57.99929094829842,3536,oracle (640 only),0.0,0.7393756750879622,,,2321.028445704461,3139.1733916974376,,,,0.19994343891402716,,,,True,,primary,module
brake,mJ,0.3,66.44261583585411,3536,oracle (multi-fidelity),0.0,1.0,1.0,1.0,3142.3906388662867,3142.3906388662867,0.0,0.1165158371040724,0.08710407239819004,0.08597285067873303,4.719360135006181,5.540745524376689,4.0,True,,primary,module
brake,mJ,0.3,66.44261583585411,3536,gate_ridge (multi-fidelity),43.125876390786395,,,,,3142.3906388662867,0.0,,,,,5.540745524376689,4.0,False,"infeasible: allocator overhead 43.1259 mJ per input exceeds the budget headroom b - C_c = 25.3300 mJ, so it cannot run within this budget",primary,module
brake,mJ,0.3,66.44261583585411,3536,gate_gbm (multi-fidelity),447.93738075104375,,,,,3142.3906388662867,0.0,,,,,5.540745524376689,4.0,False,"infeasible: allocator overhead 447.9374 mJ per input exceeds the budget headroom b - C_c = 25.3300 mJ, so it cannot run within this budget",primary,module
brake,mJ,0.3,66.44261583585411,3536,random (640 only),0.0,0.07702286406230964,,,242.03592700807235,3142.3906388662867,,,,0.2997737556561086,,,,True,,primary,module
brake,mJ,0.3,66.44261583585411,3536,uncertainty (640 only),2.0245168961408075,-0.0017287299961103847,,,-5.432344956904625,3142.3906388662867,,,,0.27601809954751133,,,,True,,primary,module
brake,mJ,0.3,66.44261583585411,3536,gate_gbm (640 only),171.28064194329377,,,,,3142.3906388662867,,,,,,,,False,"infeasible: allocator overhead 171.2806 mJ per input exceeds the budget headroom b - C_c = 25.3300 mJ, so it cannot run within this budget",primary,module
brake,mJ,0.3,66.44261583585411,3536,oracle (640 only),0.0,0.7395103387234293,,,2323.830365749341,3142.3906388662867,,,,0.2997737556561086,,,,True,,primary,module
brake,mJ,0.5,83.32926561096552,3536,oracle (multi-fidelity),0.0,1.0,1.0,1.0,3142.3906388662867,3142.3906388662867,0.0,0.1165158371040724,0.08710407239819004,0.08597285067873303,4.719360135006181,9.234575873961148,4.0,True,,primary,module
brake,mJ,0.5,83.32926561096552,3536,gate_ridge (multi-fidelity),43.125876390786395,,,,,3142.3906388662867,0.0,,,,,9.234575873961148,4.0,False,"infeasible: allocator overhead 43.1259 mJ per input exceeds the budget headroom b - C_c = 42.2166 mJ, so it cannot run within this budget",primary,module
brake,mJ,0.5,83.32926561096552,3536,gate_gbm (multi-fidelity),447.93738075104375,,,,,3142.3906388662867,0.0,,,,,9.234575873961148,4.0,False,"infeasible: allocator overhead 447.9374 mJ per input exceeds the budget headroom b - C_c = 42.2166 mJ, so it cannot run within this budget",primary,module
brake,mJ,0.5,83.32926561096552,3536,random (640 only),0.0,0.12846832420958815,,,403.697659387049,3142.3906388662867,,,,0.5,,,,True,,primary,module
brake,mJ,0.5,83.32926561096552,3536,uncertainty (640 only),2.0245168961408075,-0.05685353868904942,,,-178.65602776289114,3142.3906388662867,,,,0.47596153846153844,,,,True,,primary,module
brake,mJ,0.5,83.32926561096552,3536,gate_gbm (640 only),171.28064194329377,,,,,3142.3906388662867,,,,,,,,False,"infeasible: allocator overhead 171.2806 mJ per input exceeds the budget headroom b - C_c = 42.2166 mJ, so it cannot run within this budget",primary,module
brake,mJ,0.5,83.32926561096552,3536,oracle (640 only),0.0,0.7395103387234293,,,2323.830365749341,3142.3906388662867,,,,0.5,,,,True,,primary,module
traj,mJ,0.1,49.55596606074272,3536,oracle (multi-fidelity),0.0,1.0,1.0,1.0,745.8602380901859,745.8602380901859,0.0,0.06363122171945701,0.019513574660633484,0.012160633484162896,1.465632239116975,1.8469151747922297,36.0,True,,primary,module
traj,mJ,0.1,49.55596606074272,3536,gate_ridge (multi-fidelity),43.125876390786395,,,,,745.8602380901859,0.0,,,,,1.8469151747922297,36.0,False,"infeasible: allocator overhead 43.1259 mJ per input exceeds the budget headroom b - C_c = 8.4433 mJ, so it cannot run within this budget",primary,module
traj,mJ,0.1,49.55596606074272,3536,gate_gbm (multi-fidelity),447.93738075104375,,,,,745.8602380901859,0.0,,,,,1.8469151747922297,36.0,False,"infeasible: allocator overhead 447.9374 mJ per input exceeds the budget headroom b - C_c = 8.4433 mJ, so it cannot run within this budget",primary,module
traj,mJ,0.1,49.55596606074272,3536,random (640 only),0.0,0.05160475957631204,,,38.4899382641749,745.8602380901859,,,,0.09983031674208145,,,,True,,primary,module
traj,mJ,0.1,49.55596606074272,3536,uncertainty (640 only),2.0245168961408075,0.007821522841491596,,,5.833762888782749,745.8602380901859,,,,0.0757918552036199,,,,True,,primary,module
traj,mJ,0.1,49.55596606074272,3536,gate_gbm (640 only),171.28064194329377,,,,,745.8602380901859,,,,,,,,False,"infeasible: allocator overhead 171.2806 mJ per input exceeds the budget headroom b - C_c = 8.4433 mJ, so it cannot run within this budget",primary,module
traj,mJ,0.1,49.55596606074272,3536,oracle (640 only),0.0,0.7763824351236358,,,579.0727879103533,745.8602380901859,,,,0.09983031674208145,,,,True,,primary,module
traj,mJ,0.2,57.99929094829842,3536,oracle (multi-fidelity),0.0,1.0,1.0,1.0,745.8602380901859,745.8602380901859,0.0,0.06363122171945701,0.019513574660633484,0.012160633484162896,1.465632239116975,3.6938303495844593,36.0,True,,primary,module
traj,mJ,0.2,57.99929094829842,3536,gate_ridge (multi-fidelity),43.125876390786395,,,,,745.8602380901859,0.0,,,,,3.6938303495844593,36.0,False,"infeasible: allocator overhead 43.1259 mJ per input exceeds the budget headroom b - C_c = 16.8866 mJ, so it cannot run within this budget",primary,module
traj,mJ,0.2,57.99929094829842,3536,gate_gbm (multi-fidelity),447.93738075104375,,,,,745.8602380901859,0.0,,,,,3.6938303495844593,36.0,False,"infeasible: allocator overhead 447.9374 mJ per input exceeds the budget headroom b - C_c = 16.8866 mJ, so it cannot run within this budget",primary,module
traj,mJ,0.2,57.99929094829842,3536,random (640 only),0.0,0.10335570827323687,,,77.08891318065625,745.8602380901859,,,,0.19994343891402716,,,,True,,primary,module
traj,mJ,0.2,57.99929094829842,3536,uncertainty (640 only),2.0245168961408075,0.06234568791199837,,,46.50116962993953,745.8602380901859,,,,0.17590497737556562,,,,True,,primary,module
traj,mJ,0.2,57.99929094829842,3536,gate_gbm (640 only),171.28064194329377,,,,,745.8602380901859,,,,,,,,False,"infeasible: allocator overhead 171.2806 mJ per input exceeds the budget headroom b - C_c = 16.8866 mJ, so it cannot run within this budget",primary,module
traj,mJ,0.2,57.99929094829842,3536,oracle (640 only),0.0,0.7763824351236358,,,579.0727879103533,745.8602380901859,,,,0.19994343891402716,,,,True,,primary,module
traj,mJ,0.3,66.44261583585411,3536,oracle (multi-fidelity),0.0,1.0,1.0,1.0,745.8602380901859,745.8602380901859,0.0,0.06363122171945701,0.019513574660633484,0.012160633484162896,1.465632239116975,5.540745524376689,36.0,True,,primary,module
traj,mJ,0.3,66.44261583585411,3536,gate_ridge (multi-fidelity),43.125876390786395,,,,,745.8602380901859,0.0,,,,,5.540745524376689,36.0,False,"infeasible: allocator overhead 43.1259 mJ per input exceeds the budget headroom b - C_c = 25.3300 mJ, so it cannot run within this budget",primary,module
traj,mJ,0.3,66.44261583585411,3536,gate_gbm (multi-fidelity),447.93738075104375,,,,,745.8602380901859,0.0,,,,,5.540745524376689,36.0,False,"infeasible: allocator overhead 447.9374 mJ per input exceeds the budget headroom b - C_c = 25.3300 mJ, so it cannot run within this budget",primary,module
traj,mJ,0.3,66.44261583585411,3536,random (640 only),0.0,0.1549604678495489,,,115.57885144483113,745.8602380901859,,,,0.2997737556561086,,,,True,,primary,module
traj,mJ,0.3,66.44261583585411,3536,uncertainty (640 only),2.0245168961408075,0.20074556638443072,,,149.72813593904073,745.8602380901859,,,,0.27601809954751133,,,,True,,primary,module
traj,mJ,0.3,66.44261583585411,3536,gate_gbm (640 only),171.28064194329377,,,,,745.8602380901859,,,,,,,,False,"infeasible: allocator overhead 171.2806 mJ per input exceeds the budget headroom b - C_c = 25.3300 mJ, so it cannot run within this budget",primary,module
traj,mJ,0.3,66.44261583585411,3536,oracle (640 only),0.0,0.7763824351236358,,,579.0727879103533,745.8602380901859,,,,0.2997737556561086,,,,True,,primary,module
traj,mJ,0.5,83.32926561096552,3536,oracle (multi-fidelity),0.0,1.0,1.0,1.0,745.8602380901859,745.8602380901859,0.0,0.06363122171945701,0.019513574660633484,0.012160633484162896,1.465632239116975,9.234575873961148,36.0,True,,primary,module
traj,mJ,0.5,83.32926561096552,3536,gate_ridge (multi-fidelity),43.125876390786395,,,,,745.8602380901859,0.0,,,,,9.234575873961148,36.0,False,"infeasible: allocator overhead 43.1259 mJ per input exceeds the budget headroom b - C_c = 42.2166 mJ, so it cannot run within this budget",primary,module
traj,mJ,0.5,83.32926561096552,3536,gate_gbm (multi-fidelity),447.93738075104375,,,,,745.8602380901859,0.0,,,,,9.234575873961148,36.0,False,"infeasible: allocator overhead 447.9374 mJ per input exceeds the budget headroom b - C_c = 42.2166 mJ, so it cannot run within this budget",primary,module
traj,mJ,0.5,83.32926561096552,3536,random (640 only),0.0,0.25846236524339855,,,192.77680127779382,745.8602380901859,,,,0.5,,,,True,,primary,module
traj,mJ,0.5,83.32926561096552,3536,uncertainty (640 only),2.0245168961408075,0.33203999906328474,,,247.65543275680668,745.8602380901859,,,,0.47596153846153844,,,,True,,primary,module
traj,mJ,0.5,83.32926561096552,3536,gate_gbm (640 only),171.28064194329377,,,,,745.8602380901859,,,,,,,,False,"infeasible: allocator overhead 171.2806 mJ per input exceeds the budget headroom b - C_c = 42.2166 mJ, so it cannot run within this budget",primary,module
traj,mJ,0.5,83.32926561096552,3536,oracle (640 only),0.0,0.7763824351236358,,,579.0727879103533,745.8602380901859,,,,0.5,,,,True,,primary,module
brake,mJ,0.1,57.49704988921544,3536,oracle (multi-fidelity),0.0,1.0,1.0,1.0,2877.4315055315797,2877.4315055315797,0.1287281460373647,0.06957013574660634,0.03676470588235294,0.0333710407239819,2.2312152203566633,1.8469151747922297,3.0,True,,primary,all_rails
brake,mJ,0.1,57.49704988921544,3536,gate_ridge (multi-fidelity),45.69766826241011,,,,,2877.4315055315797,0.1287281460373647,,,,,1.8469151747922297,3.0,False,"infeasible: allocator overhead 45.6977 mJ per input exceeds the budget headroom b - C_c = 9.8085 mJ, so it cannot run within this budget",primary,all_rails
brake,mJ,0.1,57.49704988921544,3536,gate_gbm (multi-fidelity),474.64992113800423,,,,,2877.4315055315797,0.1287281460373647,,,,,1.8469151747922297,3.0,False,"infeasible: allocator overhead 474.6499 mJ per input exceeds the budget headroom b - C_c = 9.8085 mJ, so it cannot run within this budget",primary,all_rails
brake,mJ,0.1,57.49704988921544,3536,random (640 only),0.0,0.028011971876425755,,,80.60253040929203,2877.4315055315797,,,,0.09983031674208145,,,,True,,primary,all_rails
brake,mJ,0.1,57.49704988921544,3536,uncertainty (640 only),2.1452480332956725,0.00993344190554431,,,28.582798697380852,2877.4315055315797,,,,0.07805429864253394,,,,True,,primary,all_rails
brake,mJ,0.1,57.49704988921544,3536,gate_gbm (640 only),181.49488451832386,,,,,2877.4315055315797,,,,,,,,False,"infeasible: allocator overhead 181.4949 mJ per input exceeds the budget headroom b - C_c = 9.8085 mJ, so it cannot run within this budget",primary,all_rails
brake,mJ,0.1,57.49704988921544,3536,oracle (640 only),0.0,0.7093779753276895,,,2041.1865355380974,2877.4315055315797,,,,0.09983031674208145,,,,True,,primary,all_rails
brake,mJ,0.2,67.30553600502137,3536,oracle (multi-fidelity),0.0,1.0,1.0,1.0,3139.0206915957415,3139.0206915957415,0.03603256856410865,0.11566742081447964,0.0789027149321267,0.0757918552036199,4.381988056537328,3.6938303495844593,4.0,True,,primary,all_rails
brake,mJ,0.2,67.30553600502137,3536,gate_ridge (multi-fidelity),45.69766826241011,,,,,3139.0206915957415,0.03603256856410865,,,,,3.6938303495844593,4.0,False,"infeasible: allocator overhead 45.6977 mJ per input exceeds the budget headroom b - C_c = 19.6170 mJ, so it cannot run within this budget",primary,all_rails
brake,mJ,0.2,67.30553600502137,3536,gate_gbm (multi-fidelity),474.64992113800423,,,,,3139.0206915957415,0.03603256856410865,,,,,3.6938303495844593,4.0,False,"infeasible: allocator overhead 474.6499 mJ per input exceeds the budget headroom b - C_c = 19.6170 mJ, so it cannot run within this budget",primary,all_rails
brake,mJ,0.2,67.30553600502137,3536,random (640 only),0.0,0.05142794917886146,,,161.43339659878035,3139.0206915957415,,,,0.19994343891402716,,,,True,,primary,all_rails
brake,mJ,0.2,67.30553600502137,3536,uncertainty (640 only),2.1452480332956725,0.03296253341901147,,,103.47007444969312,3139.0206915957415,,,,0.1778846153846154,,,,True,,primary,all_rails
brake,mJ,0.2,67.30553600502137,3536,gate_gbm (640 only),181.49488451832386,,,,,3139.0206915957415,,,,,,,,False,"infeasible: allocator overhead 181.4949 mJ per input exceeds the budget headroom b - C_c = 19.6170 mJ, so it cannot run within this budget",primary,all_rails
brake,mJ,0.2,67.30553600502137,3536,oracle (640 only),0.0,0.739411642592439,,,2321.028445704461,3139.0206915957415,,,,0.19994343891402716,,,,True,,primary,all_rails
brake,mJ,0.3,77.11402212082729,3536,oracle (multi-fidelity),0.0,1.0,1.0,1.0,3142.390638866287,3142.390638866287,0.0,0.1165158371040724,0.08710407239819004,0.08597285067873303,4.719360135006181,5.540745524376689,4.0,True,,primary,all_rails
brake,mJ,0.3,77.11402212082729,3536,gate_ridge (multi-fidelity),45.69766826241011,,,,,3142.390638866287,0.0,,,,,5.540745524376689,4.0,False,"infeasible: allocator overhead 45.6977 mJ per input exceeds the budget headroom b - C_c = 29.4255 mJ, so it cannot run within this budget",primary,all_rails
brake,mJ,0.3,77.11402212082729,3536,gate_gbm (multi-fidelity),474.64992113800423,,,,,3142.390638866287,0.0,,,,,5.540745524376689,4.0,False,"infeasible: allocator overhead 474.6499 mJ per input exceeds the budget headroom b - C_c = 29.4255 mJ, so it cannot run within this budget",primary,all_rails
brake,mJ,0.3,77.11402212082729,3536,random (640 only),0.0,0.07702286406230963,,,242.03592700807235,3142.390638866287,,,,0.2997737556561086,,,,True,,primary,all_rails
brake,mJ,0.3,77.11402212082729,3536,uncertainty (640 only),2.1452480332956725,-0.0013421754150807175,,,-4.2176394600661204,3142.390638866287,,,,0.2779977375565611,,,,True,,primary,all_rails
brake,mJ,0.3,77.11402212082729,3536,gate_gbm (640 only),181.49488451832386,,,,,3142.390638866287,,,,,,,,False,"infeasible: allocator overhead 181.4949 mJ per input exceeds the budget headroom b - C_c = 29.4255 mJ, so it cannot run within this budget",primary,all_rails
brake,mJ,0.3,77.11402212082729,3536,oracle (640 only),0.0,0.7395103387234292,,,2323.830365749341,3142.390638866287,,,,0.2997737556561086,,,,True,,primary,all_rails
brake,mJ,0.5,96.73099435243915,3536,oracle (multi-fidelity),0.0,1.0,1.0,1.0,3142.390638866287,3142.390638866287,0.0,0.1165158371040724,0.08710407239819004,0.08597285067873303,4.719360135006181,9.234575873961148,4.0,True,,primary,all_rails
brake,mJ,0.5,96.73099435243915,3536,gate_ridge (multi-fidelity),45.69766826241011,0.03233741459373297,-0.00018856809829417324,0.0860815414686762,101.61678890448454,3142.390638866287,0.0,0.060520361990950226,0.0,0.0,0.8700136713134797,9.234575873961148,4.0,True,,primary,all_rails
brake,mJ,0.5,96.73099435243915,3536,gate_gbm (multi-fidelity),474.64992113800423,,,,,3142.390638866287,0.0,,,,,9.234575873961148,4.0,False,"infeasible: allocator overhead 474.6499 mJ per input exceeds the budget headroom b - C_c = 49.0424 mJ, so it cannot run within this budget",primary,all_rails
brake,mJ,0.5,96.73099435243915,3536,random (640 only),0.0,0.12846832420958815,,,403.697659387049,3142.390638866287,,,,0.5,,,,True,,primary,all_rails
brake,mJ,0.5,96.73099435243915,3536,uncertainty (640 only),2.1452480332956725,-0.05835417307006375,,,-183.37160719415152,3142.390638866287,,,,0.47794117647058826,,,,True,,primary,all_rails
brake,mJ,0.5,96.73099435243915,3536,gate_gbm (640 only),181.49488451832386,,,,,3142.390638866287,,,,,,,,False,"infeasible: allocator overhead 181.4949 mJ per input exceeds the budget headroom b - C_c = 49.0424 mJ, so it cannot run within this budget",primary,all_rails
brake,mJ,0.5,96.73099435243915,3536,oracle (640 only),0.0,0.7395103387234292,,,2323.830365749341,3142.390638866287,,,,0.5,,,,True,,primary,all_rails
traj,mJ,0.1,57.49704988921544,3536,oracle (multi-fidelity),0.0,1.0,1.0,1.0,745.8602380901858,745.8602380901858,0.0,0.06363122171945701,0.019513574660633484,0.012160633484162896,1.465632239116975,1.8469151747922297,36.0,True,,primary,all_rails
traj,mJ,0.1,57.49704988921544,3536,gate_ridge (multi-fidelity),45.69766826241011,,,,,745.8602380901858,0.0,,,,,1.8469151747922297,36.0,False,"infeasible: allocator overhead 45.6977 mJ per input exceeds the budget headroom b - C_c = 9.8085 mJ, so it cannot run within this budget",primary,all_rails
traj,mJ,0.1,57.49704988921544,3536,gate_gbm (multi-fidelity),474.64992113800423,,,,,745.8602380901858,0.0,,,,,1.8469151747922297,36.0,False,"infeasible: allocator overhead 474.6499 mJ per input exceeds the budget headroom b - C_c = 9.8085 mJ, so it cannot run within this budget",primary,all_rails
traj,mJ,0.1,57.49704988921544,3536,random (640 only),0.0,0.051604759576312054,,,38.4899382641749,745.8602380901858,,,,0.09983031674208145,,,,True,,primary,all_rails
traj,mJ,0.1,57.49704988921544,3536,uncertainty (640 only),2.1452480332956725,0.007902635763020244,,,5.894261791746296,745.8602380901858,,,,0.07805429864253394,,,,True,,primary,all_rails
traj,mJ,0.1,57.49704988921544,3536,gate_gbm (640 only),181.49488451832386,,,,,745.8602380901858,,,,,,,,False,"infeasible: allocator overhead 181.4949 mJ per input exceeds the budget headroom b - C_c = 9.8085 mJ, so it cannot run within this budget",primary,all_rails
traj,mJ,0.1,57.49704988921544,3536,oracle (640 only),0.0,0.7763824351236359,,,579.0727879103533,745.8602380901858,,,,0.09983031674208145,,,,True,,primary,all_rails
traj,mJ,0.2,67.30553600502137,3536,oracle (multi-fidelity),0.0,1.0,1.0,1.0,745.8602380901858,745.8602380901858,0.0,0.06363122171945701,0.019513574660633484,0.012160633484162896,1.465632239116975,3.6938303495844593,36.0,True,,primary,all_rails
traj,mJ,0.2,67.30553600502137,3536,gate_ridge (multi-fidelity),45.69766826241011,,,,,745.8602380901858,0.0,,,,,3.6938303495844593,36.0,False,"infeasible: allocator overhead 45.6977 mJ per input exceeds the budget headroom b - C_c = 19.6170 mJ, so it cannot run within this budget",primary,all_rails
traj,mJ,0.2,67.30553600502137,3536,gate_gbm (multi-fidelity),474.64992113800423,,,,,745.8602380901858,0.0,,,,,3.6938303495844593,36.0,False,"infeasible: allocator overhead 474.6499 mJ per input exceeds the budget headroom b - C_c = 19.6170 mJ, so it cannot run within this budget",primary,all_rails
traj,mJ,0.2,67.30553600502137,3536,random (640 only),0.0,0.10335570827323688,,,77.08891318065625,745.8602380901858,,,,0.19994343891402716,,,,True,,primary,all_rails
traj,mJ,0.2,67.30553600502137,3536,uncertainty (640 only),2.1452480332956725,0.06414620154142742,,,47.8441011542701,745.8602380901858,,,,0.1778846153846154,,,,True,,primary,all_rails
traj,mJ,0.2,67.30553600502137,3536,gate_gbm (640 only),181.49488451832386,,,,,745.8602380901858,,,,,,,,False,"infeasible: allocator overhead 181.4949 mJ per input exceeds the budget headroom b - C_c = 19.6170 mJ, so it cannot run within this budget",primary,all_rails
traj,mJ,0.2,67.30553600502137,3536,oracle (640 only),0.0,0.7763824351236359,,,579.0727879103533,745.8602380901858,,,,0.19994343891402716,,,,True,,primary,all_rails
traj,mJ,0.3,77.11402212082729,3536,oracle (multi-fidelity),0.0,1.0,1.0,1.0,745.8602380901858,745.8602380901858,0.0,0.06363122171945701,0.019513574660633484,0.012160633484162896,1.465632239116975,5.540745524376689,36.0,True,,primary,all_rails
traj,mJ,0.3,77.11402212082729,3536,gate_ridge (multi-fidelity),45.69766826241011,,,,,745.8602380901858,0.0,,,,,5.540745524376689,36.0,False,"infeasible: allocator overhead 45.6977 mJ per input exceeds the budget headroom b - C_c = 29.4255 mJ, so it cannot run within this budget",primary,all_rails
traj,mJ,0.3,77.11402212082729,3536,gate_gbm (multi-fidelity),474.64992113800423,,,,,745.8602380901858,0.0,,,,,5.540745524376689,36.0,False,"infeasible: allocator overhead 474.6499 mJ per input exceeds the budget headroom b - C_c = 29.4255 mJ, so it cannot run within this budget",primary,all_rails
traj,mJ,0.3,77.11402212082729,3536,random (640 only),0.0,0.1549604678495489,,,115.57885144483113,745.8602380901858,,,,0.2997737556561086,,,,True,,primary,all_rails
traj,mJ,0.3,77.11402212082729,3536,uncertainty (640 only),2.1452480332956725,0.20106114378529139,,,149.96351257438252,745.8602380901858,,,,0.2779977375565611,,,,True,,primary,all_rails
traj,mJ,0.3,77.11402212082729,3536,gate_gbm (640 only),181.49488451832386,,,,,745.8602380901858,,,,,,,,False,"infeasible: allocator overhead 181.4949 mJ per input exceeds the budget headroom b - C_c = 29.4255 mJ, so it cannot run within this budget",primary,all_rails
traj,mJ,0.3,77.11402212082729,3536,oracle (640 only),0.0,0.7763824351236359,,,579.0727879103533,745.8602380901858,,,,0.2997737556561086,,,,True,,primary,all_rails
traj,mJ,0.5,96.73099435243915,3536,oracle (multi-fidelity),0.0,1.0,1.0,1.0,745.8602380901858,745.8602380901858,0.0,0.06363122171945701,0.019513574660633484,0.012160633484162896,1.465632239116975,9.234575873961148,36.0,True,,primary,all_rails
traj,mJ,0.5,96.73099435243915,3536,gate_ridge (multi-fidelity),45.69766826241011,0.14399471302902486,-0.0008385607897279097,0.2977877932342896,107.39993094355646,745.8602380901858,0.0,0.04638009049773756,0.010463800904977375,0.0,0.841712799597169,9.234575873961148,36.0,True,,primary,all_rails
traj,mJ,0.5,96.73099435243915,3536,gate_gbm (multi-fidelity),474.64992113800423,,,,,745.8602380901858,0.0,,,,,9.234575873961148,36.0,False,"infeasible: allocator overhead 474.6499 mJ per input exceeds the budget headroom b - C_c = 49.0424 mJ, so it cannot run within this budget",primary,all_rails
traj,mJ,0.5,96.73099435243915,3536,random (640 only),0.0,0.25846236524339855,,,192.77680127779382,745.8602380901858,,,,0.5,,,,True,,primary,all_rails
traj,mJ,0.5,96.73099435243915,3536,uncertainty (640 only),2.1452480332956725,0.33179349040935385,,,247.47157175349443,745.8602380901858,,,,0.47794117647058826,,,,True,,primary,all_rails
traj,mJ,0.5,96.73099435243915,3536,gate_gbm (640 only),181.49488451832386,,,,,745.8602380901858,,,,,,,,False,"infeasible: allocator overhead 181.4949 mJ per input exceeds the budget headroom b - C_c = 49.0424 mJ, so it cannot run within this budget",primary,all_rails
traj,mJ,0.5,96.73099435243915,3536,oracle (640 only),0.0,0.7763824351236359,,,579.0727879103533,745.8602380901858,,,,0.5,,,,True,,primary,all_rails
brake,mJ,0.1,49.55596606074272,3536,oracle (multi-fidelity),0.0,1.0,1.0,1.0,2879.996754089589,2879.996754089589,0.4437957636536161,0.06900452488687783,0.03789592760180995,0.03308823529411765,2.236777112964226,1.8469151747922297,3.0,True,,primary,as_specified
brake,mJ,0.1,49.55596606074272,3536,gate_ridge (multi-fidelity),45.69766826241011,,,,,2879.996754089589,0.4437957636536161,,,,,1.8469151747922297,3.0,False,"infeasible: allocator overhead 45.6977 mJ per input exceeds the budget headroom b - C_c = 8.4433 mJ, so it cannot run within this budget",primary,as_specified
brake,mJ,0.1,49.55596606074272,3536,gate_gbm (multi-fidelity),474.64992113800423,,,,,2879.996754089589,0.4437957636536161,,,,,1.8469151747922297,3.0,False,"infeasible: allocator overhead 474.6499 mJ per input exceeds the budget headroom b - C_c = 8.4433 mJ, so it cannot run within this budget",primary,as_specified
brake,mJ,0.1,49.55596606074272,3536,random (640 only),0.0,0.02798702126828324,,,80.60253040929203,2879.996754089589,,,,0.09983031674208145,,,,True,,primary,as_specified
brake,mJ,0.1,49.55596606074272,3536,uncertainty (640 only),2.1452480332956725,0.012425341742979134,,,35.784943888233784,2879.996754089589,,,,0.07437782805429864,,,,True,,primary,as_specified
brake,mJ,0.1,49.55596606074272,3536,gate_gbm (640 only),181.49488451832386,,,,,2879.996754089589,,,,,,,,False,"infeasible: allocator overhead 181.4949 mJ per input exceeds the budget headroom b - C_c = 8.4433 mJ, so it cannot run within this budget",primary,as_specified
brake,mJ,0.1,49.55596606074272,3536,oracle (640 only),0.0,0.7087461236335134,,,2041.1865355380974,2879.996754089589,,,,0.09983031674208145,,,,True,,primary,as_specified
