track,geometry,system,target,signal,quota,n_test_units,n_test_frames,available,undefined_reason,all_cheap_loss,gain,gain_random,delta_vs_random,delta_lo_all_draws,delta_hi_all_draws,delta_share_all_cheap,delta_share_lo_all_draws,delta_share_hi_all_draws,beats_random_all_draws,ndg,ndg_official,ndg_lo_filtered,ndg_hi_filtered,ndg_draws_dropped_by_filter,delta_lo_filtered,delta_hi_filtered,beats_random_filtered,interval
KITTI,mono,brake,J,R1_mlp_clf,0.3,6.0,3536.0,,,7904.410690898589,592.3426995552678,263.08449143237016,329.25820812289766,57.2764174257859,716.1972935938506,0.041654997570156234,0.007246133793596523,0.09060729782404967,True,0.26820047186599777,0.26820047186599777,0.03181801155381668,0.3827029798950589,2.0,57.309884171534364,716.1972935938506,True,above random
KITTI,mono,brake,J,R1_mlp_clf,0.5,6.0,3536.0,,,7904.410690898589,830.8542575764587,438.39149938966113,392.4627581867976,38.59415178896174,820.2082218497699,0.049651109176132864,0.004882609633808675,0.10376589146540499,True,0.37619355164026647,0.37619355164026647,0.008319247130719028,0.5533505595907806,2.0,38.59415178896177,822.4584250992667,True,above random
KITTI,mono,brake,J,R1_mlp_reg,0.1,6.0,3536.0,,,7904.410690898589,170.84733324033866,87.77748347507921,83.06984976525945,-32.63321281773502,358.90790005842564,0.010509303351470456,-0.004128481438257001,0.0454060288734345,False,0.08517014281623507,0.08517014281623507,-0.01667062041999698,0.24035326273099752,1.0,-32.63321281773502,358.90790005842564,False,includes 0
KITTI,mono,brake,J,R1_mlp_reg,0.2,6.0,3536.0,,,7904.410690898589,393.5510114089413,175.30700795729098,218.24400345165031,21.275955009597283,594.8423830456816,0.02761040790845344,0.0026916560691988274,0.07525448845042979,True,0.17819172422056748,0.17819172422056748,0.06473530903846711,0.311838395478488,2.0,21.275955009597283,594.8423830456816,True,above random
KITTI,mono,brake,J,R1_mlp_reg,0.3,6.0,3536.0,,,7904.410690898589,593.1314642143881,263.08449143237016,330.0469727820179,118.87289440749974,644.045184955007,0.04175478548477313,0.015038805428515259,0.08147921586318672,True,0.268557608121625,0.268557608121625,0.07067622217369922,0.38958538481702154,2.0,118.90818211964267,644.045184955007,True,above random
KITTI,mono,brake,J,R1_mlp_reg,0.5,6.0,3536.0,,,7904.410690898589,802.0469238394716,438.39149938966113,363.6554244498104,56.129560573475544,686.0544792240719,0.046006645994309966,0.0071010430465240195,0.08679388079038185,True,0.36315018922985437,0.36315018922985437,0.06179775236701824,0.5455217959630296,2.0,59.878010025825425,686.0544792240719,True,above random
KITTI,mono,brake,J,R2_cnn_clf,0.1,6.0,3536.0,,,7904.410690898589,52.55148823786656,87.77748347507921,-35.22599523721265,-167.36744423493465,94.36325913181447,-0.004456498607514546,-0.021173930705251347,0.011938051149147347,False,0.026197761905528003,0.026197761905528003,-0.0723254781791907,0.11738925155601966,0.0,-167.52137623745588,94.36325913181447,False,includes 0
KITTI,mono,brake,J,R2_cnn_clf,0.2,6.0,3536.0,,,7904.410690898589,206.4388306599295,175.30700795729098,31.131822702638516,-169.96662080085238,167.8812484035254,0.003938538104869067,-0.021502756808494,0.021238932915875648,False,0.09347121495044601,0.09347121495044601,-0.009085087772874844,0.1582119424254419,0.0,-171.16788692366686,168.26762166052401,False,includes 0
KITTI,mono,brake,J,R2_cnn_clf,0.3,6.0,3536.0,,,7904.410690898589,315.51991411056713,263.08449143237016,52.43542267819697,-130.48888975638798,363.59065394240525,0.006633691584190195,-0.016508364109501218,0.0459984517708646,False,0.14286086400846676,0.14286086400846676,0.04708118903742714,0.263796986397818,0.0,-130.90842555542008,363.80067983955837,False,includes 0
KITTI,mono,brake,J,R2_cnn_clf,0.5,6.0,3536.0,,,7904.410690898589,630.4335188936792,438.39149938966113,192.04201950401807,-200.35463779083116,435.8131382508318,0.024295551814525765,-0.02534719482902456,0.05513543707346104,False,0.2854472037460304,0.2854472037460304,0.06700427593121462,0.3769008677337068,0.0,-201.38159998584655,435.8131382508318,False,includes 0
KITTI,mono,brake,J,criticality_cheap,0.1,6.0,3536.0,,,7904.410690898589,112.9466798236312,87.77748347507921,25.169196348551992,-165.4503010332803,250.11374434176108,0.0031841964357358955,-0.020931389764930294,0.03164230125716401,False,0.0563057360553928,0.0563057360553928,0.024470363638191342,0.12503162565898185,2.0,-165.4503010332803,250.1730326206477,False,includes 0
KITTI,mono,brake,J,criticality_cheap,0.2,6.0,3536.0,,,7904.410690898589,163.48945048733341,175.30700795729098,-11.817557469957563,-416.76069469483997,215.19906624702642,-0.0014950586365109681,-0.05272508109614201,0.027225187893490158,False,0.07402462763318707,0.07402462763318707,0.007094235227063867,0.15409405694843847,2.0,-416.76069469483997,215.19906624702642,False,includes 0
KITTI,mono,brake,J,criticality_cheap,0.3,6.0,3536.0,,,7904.410690898589,245.51346812091967,263.08449143237016,-17.57102331145049,-686.5465822772104,281.58298403210915,-0.0022229390651073294,-0.08685613755718992,0.035623526540230696,False,0.1111633992432526,0.1111633992432526,-0.014895638370705603,0.19444724311557574,2.0,-686.738258323428,281.9968630255393,False,includes 0
KITTI,mono,brake,J,criticality_cheap,0.5,6.0,3536.0,,,7904.410690898589,-42.96536871146862,438.39149938966113,-481.35686810112975,-1053.4829675848753,163.6903754458325,-0.060897249260514846,-0.13327786330711433,0.02070873868362018,False,-0.01945382659559104,-0.01945382659559104,-0.070498370035267,0.14849296150868366,2.0,-1053.751284081721,163.6903754458325,False,includes 0
KITTI,mono,brake,J,gate_gbm,0.1,6.0,3536.0,,,7904.410690898589,113.03116735857793,87.77748347507921,25.253683883498724,-123.52243812151796,395.41968053280186,0.0031948850927718984,-0.01562702685270971,0.0500251942865395,False,0.05634785445010887,0.05634785445010887,-0.005285398872394389,0.2454173132628731,2.0,-123.52243812151796,395.41968053280186,False,includes 0
KITTI,mono,brake,J,gate_gbm,0.2,6.0,3536.0,,,7904.410690898589,349.5383324553413,175.30700795729098,174.2313244980503,-191.10082465945456,674.3612648995334,0.022042291489062716,-0.024176479706386544,0.08531455300975394,False,0.15826369729915046,0.15826369729915046,-0.0550787330723403,0.32315416948224673,2.0,-191.79389915740376,674.3612648995334,False,includes 0
KITTI,mono,brake,J,gate_gbm,0.3,6.0,3536.0,,,7904.410690898589,609.8910889613381,263.08449143237016,346.806597528968,-121.15648154884273,782.6166995277528,0.04387507318265903,-0.015327705794480857,0.09901012613487868,False,0.2761460181228015,0.2761460181228015,-0.09346870021292271,0.4617926407428007,2.0,-121.15648154884273,783.194143081751,False,includes 0
KITTI,mono,brake,J,gate_gbm,0.5,6.0,3536.0,,,7904.410690898589,805.0815737453796,438.39149938966113,366.6900743557185,32.58559111747602,897.6372381560316,0.04639056454618914,0.004122456738615087,0.11356156369627936,True,0.36452421567995447,0.36452421567995447,-0.04199961588597014,0.6862713497562979,2.0,32.693368049620005,897.6372381560316,True,above random
KITTI,mono,brake,J,gate_ridge,0.1,6.0,3536.0,,,7904.410690898589,77.4922358151288,87.77748347507921,-10.285247659950414,-185.9110771053863,307.2105414359879,-0.0013012036016540997,-0.02351991620570155,0.03886571098712276,False,0.03863112561575271,0.03863112561575271,-0.006348789761902839,0.19891650384904794,2.0,-185.9110771053863,307.2776131948606,False,includes 0
KITTI,mono,brake,J,gate_ridge,0.2,6.0,3536.0,,,7904.410690898589,344.3691837147124,175.30700795729098,169.06217575742141,-232.97148427260643,349.8816721275656,0.021388333978152912,-0.02947360573519514,0.04426410592891276,False,0.15592321410855306,0.15592321410855306,0.03228976315721198,0.2247077600649474,2.0,-232.99147953852292,350.7782341349522,False,includes 0
KITTI,mono,brake,J,gate_ridge,0.3,6.0,3536.0,,,7904.410690898589,528.5338295660732,263.08449143237016,265.44933813370307,-146.2778860065714,456.0022580559121,0.03358243245626782,-0.018505855999486568,0.057689595832990916,False,0.2393091407950029,0.2393091407950029,0.06897514931808765,0.2979126234217776,2.0,-147.03634315838974,456.0022580559121,False,includes 0
