architecture,label,track,geometry,system,target,quota,minus_V_before,minus_V_lo_before,minus_V_hi_before,status_before,minus_V_after,minus_V_lo_after,minus_V_hi_after,status_after
R1_gbm_reg,Q,KITTI,mono,brake,J,0.3,-0.25886448107818905,-0.3796860639193723,0.022692007598348052,post-hoc (decided after Task 24's test results were seen),-0.259020923589251,-0.3801381830120694,0.02140993630195748,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,Q,KITTI,mono,brake,J,0.5,-0.22870902953711472,-0.3332629120709508,-0.06636137442478329,post-hoc (decided after Task 24's test results were seen),-0.22155488032565454,-0.3160023060419193,-0.01164456485194194,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,KITTI,mono,brake,J,0.1,0.030617156659624806,-0.14616035320257856,0.1523487142471143,post-hoc (decided after Task 24's test results were seen),0.029563108236886446,-0.15053838973821418,0.15348646293340576,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,KITTI,mono,brake,J,0.2,-0.0593210565254344,-0.2306844426409999,0.10466159245491564,post-hoc (decided after Task 24's test results were seen),-0.05676980702324644,-0.22779624049846545,0.10834218953953025,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,KITTI,mono,brake,J,0.3,-0.18563053029637788,-0.29245423498945994,0.02710145119800831,post-hoc (decided after Task 24's test results were seen),-0.18530657911654863,-0.28869613875317246,0.05693580218435068,post-hoc (decided after Task 24's test results were seen)
R1_gbm_reg,G,KITTI,mono,brake,J,0.5,-0.21111409677967624,-0.29740490125105595,-0.00536487746609152,post-hoc (decided after Task 24's test results were seen),-0.20374919594356808,-0.30497749287016945,0.02835590691407838,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,KITTI,mono,traj,JB,0.1,-0.29432929471187175,-0.6806174379442252,0.15975019308578706,post-hoc (decided after Task 24's test results were seen),-0.48865329327708495,-0.9869517267291623,0.009230993039171874,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,KITTI,mono,traj,JB,0.2,-0.4802167143445096,-1.007504026251561,0.1698179042585539,post-hoc (decided after Task 24's test results were seen),-0.7519040062770153,-1.2726182237940984,-0.013635870914581823,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,KITTI,mono,traj,JB,0.3,-0.7962616894695094,-1.3272365260827657,0.19338020036381187,post-hoc (decided after Task 24's test results were seen),-0.4983368386769379,-1.183796770646604,-0.0017044939171490534,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,rankV,KITTI,mono,traj,JB,0.5,-0.4131758973117437,-1.0593883623923164,0.7060648316038917,post-hoc (decided after Task 24's test results were seen),-0.37227900752015075,-0.6105895927656829,0.10769537218662673,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,KITTI,mono,traj,JB,0.1,-0.0020855423549996505,-0.32554283838568093,0.40140924976813386,post-hoc (decided after Task 24's test results were seen),0.07376824788018958,-0.24968391211086713,0.4057419352461942,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,KITTI,mono,traj,JB,0.2,-0.03137720109167634,-0.5581783458415569,0.37720360640619816,post-hoc (decided after Task 24's test results were seen),-0.1731889942614235,-0.8407547172631847,0.5988867809205087,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,KITTI,mono,traj,JB,0.3,-0.04096688820251282,-0.28646443354540774,0.43789448462404357,post-hoc (decided after Task 24's test results were seen),0.007249071657707523,-0.6298427161008824,0.770995995379041,post-hoc (decided after Task 24's test results were seen)
R1_mlp_reg,secdfV,KITTI,mono,traj,JB,0.5,0.2243148071092518,-0.06915233531449068,0.46749431936351,post-hoc (decided after Task 24's test results were seen),0.3216425131819891,-0.20211445981364745,0.6172634107076667,post-hoc (decided after Task 24's test results were seen)
